******************************************************************
records on AgeDB dataset under 80%-20% protocol
******************************************************************


epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy, valid_total_loss, valid_cross_entropy_loss, valid_kl_loss, valid_argmax_MAE, valid_accuracy
001, 19.3797, 47.2244, 19.3797, 10.4997, 88.8813, 18.2817, 46.5807, 18.2817, 10.7255, 89.0250
002, 16.7742, 44.1142, 16.7742, 9.1691, 90.3254, 18.1259, 45.6767, 18.1259, 10.1941, 89.5823
003, 15.7337, 42.8165, 15.7337, 8.5681, 90.9265, 14.1652, 40.8343, 14.1652, 7.6368, 91.7635
004, 15.3987, 42.4034, 15.3987, 8.3712, 91.1242, 13.5096, 40.2002, 13.5096, 7.5208, 92.0970
005, 14.8944, 41.7796, 14.8944, 8.1237, 91.3671, 13.9353, 40.3774, 13.9353, 7.5588, 91.8438
006, 14.5109, 41.2926, 14.5109, 7.9047, 91.5875, 13.2217, 40.2488, 13.2217, 7.2729, 92.3169
007, 14.4514, 41.2260, 14.4514, 7.9031, 91.5882, 13.2380, 39.7841, 13.2380, 7.2919, 92.3154
008, 14.1078, 40.8021, 14.1078, 7.6794, 91.8125, 13.4728, 38.6118, 13.4728, 7.6338, 92.0470
009, 13.8282, 40.4344, 13.8282, 7.5371, 91.9563, 13.2186, 40.2489, 13.2186, 6.9962, 92.3654
010, 13.7600, 40.3594, 13.7600, 7.5056, 91.9810, 12.1132, 38.9509, 12.1132, 6.4928, 92.9788
011, 13.4510, 39.9749, 13.4510, 7.3013, 92.1905, 12.1149, 38.4161, 12.1149, 6.6027, 92.9204
012, 13.3865, 39.8937, 13.3865, 7.2762, 92.2164, 15.3913, 42.5556, 15.3913, 8.4375, 91.3321
013, 13.1542, 39.5986, 13.1542, 7.1136, 92.3793, 12.8381, 39.4327, 12.8381, 7.1054, 92.4890
014, 12.8922, 39.2671, 12.8922, 6.9922, 92.5008, 12.0009, 37.6957, 12.0009, 6.4124, 93.0591
015, 12.9105, 39.3010, 12.9105, 6.9890, 92.5072, 12.2782, 38.7088, 12.2782, 6.6050, 92.7968
016, 12.8248, 39.1673, 12.8248, 6.9697, 92.5227, 14.5592, 40.7565, 14.5592, 8.0053, 91.7286
017, 12.5488, 38.8377, 12.5488, 6.8149, 92.6712, 11.6743, 37.7536, 11.6743, 6.2540, 93.2290
018, 12.4641, 38.7337, 12.4641, 6.7494, 92.7459, 11.8935, 38.4035, 11.8935, 6.5019, 93.0713
019, 12.3150, 38.5448, 12.3150, 6.6876, 92.8064, 12.3885, 38.0304, 12.3885, 6.6808, 92.9181
020, 12.1647, 38.3480, 12.1647, 6.6090, 92.8844, 11.7246, 37.8527, 11.7246, 6.2669, 93.2608
021, 12.0946, 38.2774, 12.0946, 6.5805, 92.9092, 12.0202, 38.0852, 12.0202, 6.4655, 93.0652
022, 11.9608, 38.1037, 11.9608, 6.5008, 92.9886, 11.8465, 37.5153, 11.8465, 6.3973, 93.1395
023, 11.8793, 37.9936, 11.8793, 6.4569, 93.0379, 11.6679, 37.2840, 11.6679, 6.3252, 93.2138
024, 11.6972, 37.7615, 11.6972, 6.3227, 93.1689, 12.3845, 38.9829, 12.3845, 6.5481, 92.8400
025, 11.7300, 37.8173, 11.7300, 6.3895, 93.1037, 11.6219, 37.8278, 11.6219, 6.1236, 93.2600
026, 11.6740, 37.7528, 11.6740, 6.3019, 93.1929, 11.6595, 37.7611, 11.6595, 6.2570, 93.2722
027, 11.5210, 37.5457, 11.5210, 6.2258, 93.2681, 11.9438, 38.0474, 11.9438, 6.3889, 93.1380
028, 11.4515, 37.4618, 11.4515, 6.1932, 93.2941, 11.9993, 38.1125, 11.9993, 6.2206, 93.2024
029, 11.1258, 37.0446, 11.1258, 6.0095, 93.4837, 12.0802, 38.0907, 12.0802, 6.3882, 93.1948
030, 11.0464, 36.9421, 11.0464, 5.9560, 93.5344, 11.8335, 38.3047, 11.8335, 6.1630, 93.2995
031, 10.1125, 35.7503, 10.1125, 5.4320, 94.0661, 11.2320, 37.2318, 11.2320, 5.8317, 93.6770
032, 9.5990, 35.0925, 9.5990, 5.1546, 94.3416, 11.2483, 37.1941, 11.2483, 5.7786, 93.6899
033, 9.4113, 34.8890, 9.4113, 5.0536, 94.4364, 11.4672, 37.4288, 11.4672, 5.7953, 93.6967
034, 9.1964, 34.5950, 9.1964, 4.9339, 94.5589, 11.3373, 37.2169, 11.3373, 5.7187, 93.7748
035, 9.1352, 34.5412, 9.1352, 4.8591, 94.6274, 11.5998, 37.3529, 11.5998, 5.7983, 93.7127
036, 9.1265, 34.5166, 9.1265, 4.8935, 94.5975, 11.2648, 37.1680, 11.2648, 5.7354, 93.7885
037, 8.9575, 34.3112, 8.9575, 4.7755, 94.7144, 11.3519, 37.3492, 11.3519, 5.7809, 93.7165
038, 8.8874, 34.2215, 8.8874, 4.7789, 94.7110, 11.3163, 37.2060, 11.3163, 5.6748, 93.7998
039, 8.6931, 33.9551, 8.6931, 4.6354, 94.8501, 11.5387, 37.4845, 11.5387, 5.6839, 93.7961
040, 8.8139, 34.1287, 8.8139, 4.7043, 94.7791, 11.4998, 37.4303, 11.4998, 5.7559, 93.7771
041, 8.6731, 33.9462, 8.6731, 4.6126, 94.8795, 11.5080, 37.6430, 11.5080, 5.6884, 93.7998
042, 8.4569, 33.6548, 8.4569, 4.5406, 94.9475, 11.4366, 37.6036, 11.4366, 5.7468, 93.7506
043, 8.5026, 33.7247, 8.5026, 4.5660, 94.9140, 11.8517, 37.6147, 11.8517, 5.8522, 93.6801
044, 8.4791, 33.7088, 8.4791, 4.5207, 94.9640, 11.6792, 37.8058, 11.6792, 5.7597, 93.7627
045, 8.4775, 33.6770, 8.4775, 4.5363, 94.9485, 11.6517, 37.4166, 11.6517, 5.7119, 93.7726
046, 8.2868, 33.4472, 8.2868, 4.4083, 95.0762, 11.6234, 37.7270, 11.6234, 5.7013, 93.7756
047, 8.1367, 33.2556, 8.1367, 4.3328, 95.1516, 11.8555, 37.7960, 11.8555, 5.7263, 93.7892
048, 8.1699, 33.2949, 8.1699, 4.3580, 95.1252, 11.8723, 37.8597, 11.8723, 5.6649, 93.8203
049, 8.1338, 33.2420, 8.1338, 4.3544, 95.1292, 11.9436, 38.0309, 11.9436, 5.6952, 93.7771
050, 8.0930, 33.2151, 8.0930, 4.3026, 95.1780, 12.0708, 38.3179, 12.0708, 5.7013, 93.7771
051, 7.9908, 33.0165, 7.9908, 4.2520, 95.2356, 11.8861, 37.7675, 11.8861, 5.7111, 93.7877
052, 7.8365, 32.8929, 7.8365, 4.1899, 95.2926, 11.9962, 38.2883, 11.9962, 5.7149, 93.7559
053, 7.7846, 32.8143, 7.7846, 4.1404, 95.3403, 11.9399, 38.0006, 11.9399, 5.7104, 93.7801
054, 7.7710, 32.7647, 7.7710, 4.1258, 95.3560, 11.9219, 37.7994, 11.9219, 5.6907, 93.8067
055, 7.7645, 32.7556, 7.7645, 4.1381, 95.3406, 12.0570, 37.9732, 12.0570, 5.7233, 93.7786
056, 7.8696, 32.9485, 7.8696, 4.2098, 95.2700, 11.9519, 37.9399, 11.9519, 5.6937, 93.7945
057, 7.7196, 32.7105, 7.7196, 4.1079, 95.3786, 11.9682, 38.4513, 11.9682, 5.7089, 93.7839
058, 7.6818, 32.6874, 7.6818, 4.1016, 95.3738, 12.0890, 38.3819, 12.0890, 5.6763, 93.8029
059, 7.7226, 32.6951, 7.7226, 4.1167, 95.3587, 12.0651, 38.0819, 12.0651, 5.7119, 93.7809
060, 7.6665, 32.6552, 7.6665, 4.0939, 95.3836, 11.9848, 38.0039, 11.9848, 5.6899, 93.7991
061, 7.5981, 32.5473, 7.5981, 4.0656, 95.4160, 11.8822, 37.9589, 11.8822, 5.6801, 93.7991
062, 7.6234, 32.5899, 7.6234, 4.0604, 95.4173, 12.0004, 38.1188, 12.0004, 5.6808, 93.7991
063, 7.6386, 32.5926, 7.6386, 4.0782, 95.4056, 12.0802, 38.1355, 12.0802, 5.7119, 93.7741
064, 7.6658, 32.6747, 7.6658, 4.0582, 95.4223, 12.0860, 38.3443, 12.0860, 5.7195, 93.7779
065, 7.6863, 32.6571, 7.6863, 4.1109, 95.3642, 12.0025, 38.2061, 12.0025, 5.6929, 93.7839
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
12.0771, 38.1227, 12.0771, 5.6964, 93.7665
CS_1, CS_2, CS_3, CS_4, CS_5, CS_6, CS_7, CS_8, CS_9, CS_10:
0.179, 0.296, 0.405, 0.506, 0.594, 0.664, 0.733, 0.788, 0.831, 0.860

test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
12.0771, 38.1227, 12.0771, 5.6964, 93.7665
CS_1, CS_2, CS_3, CS_4, CS_5, CS_6, CS_7, CS_8, CS_9, CS_10:
0.179, 0.296, 0.405, 0.506, 0.594, 0.664, 0.733, 0.788, 0.831, 0.860

