******************************************************************
records on AgeDB dataset under 80%-20% protocol
******************************************************************


epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy, valid_total_loss, valid_cross_entropy_loss, valid_kl_loss, valid_argmax_MAE, valid_accuracy
001, 19.4635, 47.3336, 19.4635, 10.5783, 88.7977, 17.1904, 44.7010, 17.1904, 9.6452, 89.9841
002, 16.7777, 44.1140, 16.7777, 9.1770, 90.3131, 16.7214, 43.7804, 16.7214, 9.0182, 90.6573
003, 15.9919, 43.1427, 15.9919, 8.7499, 90.7433, 14.4779, 40.8502, 14.4779, 7.7748, 91.6300
004, 15.4927, 42.5185, 15.4927, 8.4378, 91.0552, 13.7063, 40.0109, 13.7063, 7.2964, 92.1372
005, 15.0055, 41.9166, 15.0055, 8.1990, 91.2948, 13.4469, 39.9732, 13.4469, 7.2631, 92.1706
006, 14.6470, 41.4518, 14.6470, 7.9702, 91.5237, 13.0084, 39.6707, 13.0084, 7.0462, 92.4238
007, 14.5328, 41.3316, 14.5328, 7.9095, 91.5807, 13.0850, 39.6548, 13.0850, 7.2047, 92.3351
008, 14.1016, 40.7820, 14.1016, 7.6743, 91.8211, 13.6439, 40.3500, 13.6439, 7.5754, 92.0917
009, 13.8954, 40.5246, 13.8954, 7.5434, 91.9426, 12.9034, 40.0469, 12.9034, 6.8415, 92.5390
010, 13.7354, 40.3402, 13.7354, 7.4759, 92.0157, 12.6542, 38.9093, 12.6542, 6.8673, 92.5421
011, 13.4856, 40.0150, 13.4856, 7.3265, 92.1640, 12.6319, 39.0664, 12.6319, 7.0394, 92.5406
012, 13.5282, 40.0667, 13.5282, 7.3588, 92.1414, 14.5609, 42.1729, 14.5609, 8.0523, 91.6513
013, 13.1392, 39.5846, 13.1392, 7.1204, 92.3732, 12.8469, 39.3428, 12.8469, 7.0508, 92.4822
014, 13.0141, 39.4100, 13.0141, 7.0390, 92.4526, 12.9194, 38.9265, 12.9194, 7.0569, 92.5193
015, 12.9858, 39.4043, 12.9858, 7.0580, 92.4351, 12.9068, 39.0853, 12.9068, 6.8954, 92.4450
