******************************************************************
records on MORPH2 dataset under S1-S2-S3 protocol
******************************************************************


epoch, train_total_loss, train_argmax_MAE, train_accuracy, valid_total_loss, valid_argmax_MAE, valid_accuracy
026, 14.8741, 6.4858, 93.5779, 14.1378, 6.1782, 93.8815
027, 14.5507, 6.4080, 93.6555, 14.9686, 6.4155, 93.6503
028, 14.4758, 6.3797, 93.6815, 14.2567, 6.2146, 93.8470
029, 14.2913, 6.2789, 93.7835, 15.7039, 6.5807, 93.4822
030, 14.0514, 6.1844, 93.8769, 14.6124, 6.2737, 93.7899
031, 12.9428, 5.6327, 94.4230, 13.8714, 5.8832, 94.1750
032, 12.4144, 5.4209, 94.6331, 13.8574, 5.8514, 94.2065
033, 12.2161, 5.3324, 94.7203, 13.8441, 5.7854, 94.2718
034, 11.8833, 5.2022, 94.8498, 13.7652, 5.7111, 94.3454
035, 11.8825, 5.1449, 94.9061, 13.8959, 5.7013, 94.3544
036, 11.7508, 5.1442, 94.9064, 13.7265, 5.6346, 94.4205
037, 11.5593, 5.0330, 95.0165, 13.9385, 5.6596, 94.3957
038, 11.4404, 5.0027, 95.0470, 13.8784, 5.6611, 94.3949
039, 11.1579, 4.8439, 95.2040, 14.0047, 5.6338, 94.4205
040, 11.4707, 5.0088, 95.0410, 14.0089, 5.6801, 94.3762
041, 11.2431, 4.9060, 95.1423, 14.0317, 5.6399, 94.4152
042, 10.8697, 4.7442, 95.3026, 14.1549, 5.6914, 94.3642
043, 10.9109, 4.7526, 95.2942, 14.4561, 5.7119, 94.3447
044, 10.9431, 4.7494, 95.2977, 14.5205, 5.7233, 94.3334
045, 10.8453, 4.7475, 95.3008, 14.2834, 5.6520, 94.4032
046, 10.6246, 4.6310, 95.4150, 14.6415, 5.6884, 94.3687
047, 10.5940, 4.6133, 95.4318, 14.6993, 5.7005, 94.3559
048, 10.5676, 4.6196, 95.4264, 14.7993, 5.7081, 94.3477
049, 10.5393, 4.6050, 95.4404, 14.7321, 5.7089, 94.3484
050, 10.4805, 4.5688, 95.4767, 15.1226, 5.7627, 94.2944
051, 10.3197, 4.4591, 95.5848, 14.7031, 5.6558, 94.4002
052, 10.0931, 4.3799, 95.6636, 14.8603, 5.6664, 94.3882
053, 10.0634, 4.3902, 95.6526, 14.7745, 5.6550, 94.4009
054, 9.8551, 4.2877, 95.7546, 14.8337, 5.6338, 94.4220
055, 9.8551, 4.2825, 95.7597, 15.0775, 5.6717, 94.3859
056, 10.0836, 4.4085, 95.6353, 14.8587, 5.6255, 94.4295
057, 9.8483, 4.2970, 95.7453, 14.9320, 5.6437, 94.4122
058, 9.9148, 4.3315, 95.7114, 15.1364, 5.6513, 94.4047
059, 9.9310, 4.3267, 95.7164, 15.0960, 5.6672, 94.3889
060, 9.8573, 4.3191, 95.7235, 15.1209, 5.6922, 94.3649
061, 9.7833, 4.2484, 95.7941, 14.9600, 5.6725, 94.3844
062, 9.8414, 4.2868, 95.7556, 15.0396, 5.6725, 94.3837
063, 9.7868, 4.2837, 95.7593, 15.0319, 5.6846, 94.3724
064, 9.8046, 4.2676, 95.7749, 15.0281, 5.6687, 94.3874
065, 9.7806, 4.2657, 95.7767, 15.0289, 5.6626, 94.3934
test_total_loss, test_argmax_MAE, test_accuracy:
15.0265, 5.7046, 94.3516
CS_1, CS_2, CS_3, CS_4, CS_5, CS_6, CS_7, CS_8, CS_9, CS_10:
0.172, 0.301, 0.413, 0.507, 0.591, 0.659, 0.719, 0.775, 0.813, 0.846

test_total_loss, test_argmax_MAE, test_accuracy:
15.0265, 5.7046, 94.3516
CS_1, CS_2, CS_3, CS_4, CS_5, CS_6, CS_7, CS_8, CS_9, CS_10:
0.172, 0.301, 0.413, 0.507, 0.591, 0.659, 0.719, 0.775, 0.813, 0.846

