******************************************************************
records on MORPH2 dataset under S1-S2-S3 protocol
******************************************************************


epoch, train_total_loss, train_argmax_MAE, train_accuracy, valid_total_loss, valid_argmax_MAE, valid_accuracy
001, 24.2587, 10.7428, 89.3267, 22.8965, 10.1926, 89.9189
002, 21.1261, 9.3410, 90.7438, 22.5662, 9.5823, 90.5194
003, 20.0418, 8.8873, 91.1974, 18.3711, 8.0447, 92.0274
004, 19.4280, 8.5509, 91.5342, 18.5315, 8.1918, 91.8773
005, 18.8727, 8.3220, 91.7554, 16.8544, 7.4738, 92.6024
006, 18.4482, 8.1477, 91.9327, 16.3280, 7.0675, 93.0048
007, 18.2179, 8.0407, 92.0370, 16.3577, 7.2123, 92.8599
008, 17.8141, 7.8716, 92.2054, 15.9304, 6.9992, 93.0746
009, 17.4483, 7.6695, 92.4051, 15.8516, 6.8711, 93.1924
010, 17.2892, 7.6144, 92.4609, 16.6082, 7.3055, 92.7623
011, 16.9859, 7.4911, 92.5830, 15.7162, 7.0106, 93.0671
012, 17.0408, 7.4992, 92.5730, 17.8983, 7.8014, 92.2781
013, 16.6906, 7.3528, 92.7202, 16.8647, 7.4321, 92.6422
014, 16.3945, 7.1993, 92.8686, 16.6294, 7.1880, 92.8861
015, 16.3366, 7.1803, 92.8914, 15.8898, 7.0311, 93.0393
016, 16.2370, 7.1378, 92.9335, 15.1135, 6.5876, 93.4769
017, 15.8868, 7.0090, 93.0626, 15.2525, 6.7460, 93.3208
018, 15.7789, 6.9185, 93.1493, 15.2242, 6.5671, 93.4934
019, 15.8534, 6.9680, 93.1015, 15.7193, 6.8772, 93.1917
020, 15.4619, 6.8237, 93.2441, 14.6268, 6.3586, 93.7059
021, 15.3080, 6.7305, 93.3363, 14.4667, 6.3586, 93.7029
022, 15.2752, 6.7071, 93.3577, 15.0223, 6.4064, 93.6548
023, 15.1617, 6.6792, 93.3867, 15.3802, 6.7293, 93.3283
024, 14.8409, 6.4968, 93.5676, 14.7288, 6.4337, 93.6270
025, 14.9012, 6.5699, 93.4951, 17.0603, 7.4882, 92.5829
