******************************************************************
records on MORPH2 dataset under S1-S2-S3 protocol
******************************************************************


epoch, train_total_loss, train_argmax_MAE, train_accuracy, valid_total_loss, valid_argmax_MAE, valid_accuracy
001, 24.2062, 10.6691, 89.3626, 25.7253, 11.5299, 88.6308
002, 21.0526, 9.2953, 90.7889, 24.0392, 10.9303, 89.1945
003, 19.9198, 8.8363, 91.2475, 17.2181, 7.6520, 92.4223
004, 19.2259, 8.4851, 91.5928, 17.4441, 7.5823, 92.4876
005, 18.9307, 8.3700, 91.7107, 16.9023, 7.4754, 92.5972
006, 18.5831, 8.1804, 91.9013, 16.2469, 7.1782, 92.8974
007, 18.0969, 7.9822, 92.0984, 15.7768, 6.9265, 93.1384
008, 17.7724, 7.8547, 92.2223, 16.9126, 7.5671, 92.5108
009, 17.5331, 7.7624, 92.3133, 15.7585, 6.9719, 93.0933
010, 17.2219, 7.5877, 92.4863, 16.0761, 7.0629, 93.0055
011, 17.0456, 7.5158, 92.5573, 15.9453, 7.0425, 93.0310
012, 16.8439, 7.4567, 92.6150, 15.9438, 7.0258, 93.0483
013, 16.7034, 7.3555, 92.7149, 14.9460, 6.5315, 93.5317
014, 16.4510, 7.2572, 92.8126, 15.4005, 6.7354, 93.3283
015, 16.4538, 7.2319, 92.8395, 14.7354, 6.5406, 93.5212
016, 16.0605, 7.0781, 92.9901, 14.6605, 6.4572, 93.6060
017, 15.9410, 7.0102, 93.0577, 14.5277, 6.3935, 93.6698
018, 15.6985, 6.8816, 93.1858, 14.8627, 6.5254, 93.5385
019, 15.7393, 6.9233, 93.1458, 14.9976, 6.6126, 93.4521
020, 15.6391, 6.8699, 93.1969, 14.8013, 6.4655, 93.5970
021, 15.2463, 6.6971, 93.3700, 14.3897, 6.3541, 93.7104
022, 15.1462, 6.6673, 93.3981, 16.1572, 7.0318, 93.0393
023, 15.0955, 6.6239, 93.4407, 14.4956, 6.3055, 93.7569
024, 14.9038, 6.5140, 93.5507, 14.2825, 6.2350, 93.8260
025, 14.9593, 6.6169, 93.4491, 14.3223, 6.2866, 93.7772
026, 14.6435, 6.4635, 93.6011, 15.4123, 6.5694, 93.4972
027, 14.5313, 6.3934, 93.6691, 14.8064, 6.4663, 93.6000
028, 14.4189, 6.3276, 93.7346, 14.9320, 6.4936, 93.5730
029, 14.2306, 6.2492, 93.8127, 15.0375, 6.3154, 93.7479
030, 14.1207, 6.2366, 93.8245, 14.1419, 6.0773, 93.9813
031, 12.8393, 5.6007, 94.4544, 13.5835, 5.8127, 94.2448
032, 12.4054, 5.4206, 94.6329, 13.6124, 5.7809, 94.2763
033, 12.0648, 5.2681, 94.7837, 13.6919, 5.7346, 94.3221
034, 11.6994, 5.1116, 94.9392, 13.6975, 5.6929, 94.3634
035, 11.8101, 5.1441, 94.9065, 13.8699, 5.7028, 94.3537
