******************************************************************
records on MORPH2 dataset under S1-S2-S3 protocol
******************************************************************


epoch, train_total_loss, train_argmax_MAE, train_accuracy, valid_total_loss, valid_argmax_MAE, valid_accuracy
001, 23.9129, 10.6071, 89.4304, 25.4218, 10.2828, 89.7965
002, 20.8623, 9.2066, 90.8771, 26.5020, 11.1804, 88.9430
003, 19.9104, 8.8113, 91.2714, 17.4441, 7.6990, 92.3637
004, 19.2167, 8.4482, 91.6321, 16.8947, 7.3078, 92.7518
005, 18.7721, 8.2971, 91.7846, 16.1038, 7.0174, 93.0460
006, 18.2255, 8.0654, 92.0124, 16.2772, 7.2214, 92.8539
007, 18.0247, 7.9244, 92.1516, 15.9219, 7.0743, 92.9927
008, 17.7139, 7.8008, 92.2756, 16.8125, 7.4344, 92.6414
009, 17.3946, 7.6531, 92.4223, 16.4276, 7.1782, 92.8831
010, 17.2038, 7.6085, 92.4663, 15.5469, 6.8681, 93.1992
011, 16.8697, 7.4439, 92.6285, 16.7443, 7.4268, 92.6429
012, 16.7972, 7.4069, 92.6682, 17.3954, 7.6111, 92.4673
013, 16.6200, 7.3247, 92.7460, 17.5121, 7.6232, 92.4508
014, 16.2873, 7.1621, 92.9078, 14.6008, 6.4230, 93.6375
015, 16.1398, 7.1082, 92.9607, 14.8894, 6.6285, 93.4371
016, 16.0498, 7.0396, 93.0294, 14.7828, 6.5254, 93.5430
017, 15.7381, 6.9046, 93.1627, 14.8287, 6.5148, 93.5475
018, 15.6939, 6.9019, 93.1679, 15.4279, 6.7074, 93.3598
019, 15.6462, 6.8969, 93.1705, 14.9872, 6.5770, 93.4889
020, 15.5514, 6.8371, 93.2308, 15.1010, 6.5481, 93.5129
021, 15.1816, 6.6927, 93.3730, 14.3828, 6.2980, 93.7629
022, 14.9644, 6.5759, 93.4890, 15.1663, 6.6103, 93.4566
023, 15.0936, 6.6440, 93.4215, 14.1919, 6.3033, 93.7591
024, 14.7221, 6.4903, 93.5748, 14.5308, 6.3791, 93.6818
025, 14.8365, 6.5216, 93.5420, 14.0811, 6.1585, 93.9025
026, 14.6506, 6.4399, 93.6235, 14.8420, 6.3715, 93.6908
027, 14.4201, 6.3075, 93.7552, 14.4468, 6.2722, 93.7899
