******************************************************************
records on AgeDB dataset under five-fold cross-validation protocol
******************************************************************


epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy, valid_total_loss, valid_cross_entropy_loss, valid_kl_loss, valid_argmax_MAE, valid_accuracy
001, 17.4529, 60.9043, 17.4529, 10.8218, 87.3995, 15.3883, 56.9331, 15.3883, 9.8946, 89.3404
002, 15.0665, 57.8391, 15.0665, 9.6201, 89.4254, 16.2461, 57.8435, 16.2461, 10.4807, 89.0394
003, 14.3639, 56.8384, 14.3639, 9.2113, 89.8413, 12.2258, 52.8860, 12.2258, 7.8264, 91.4829
004, 13.8974, 56.1844, 13.8974, 8.8568, 90.1947, 11.8219, 52.7976, 11.8219, 7.4579, 91.6050
005, 13.5099, 55.6265, 13.5099, 8.6353, 90.4058, 11.7320, 53.5476, 11.7320, 7.4814, 91.4337
006, 13.2905, 55.3150, 13.2905, 8.4896, 90.5900, 11.3764, 52.4266, 11.3764, 7.3821, 91.9689
007, 13.0612, 54.9805, 13.0612, 8.3680, 90.7286, 11.3899, 53.3818, 11.3899, 7.1668, 91.5216
008, 12.8172, 54.6352, 12.8172, 8.1981, 90.8884, 10.9575, 52.1777, 10.9575, 7.1152, 92.1130
009, 12.6018, 54.3335, 12.6018, 8.0620, 91.0254, 10.9226, 52.2994, 10.9226, 6.9022, 92.1812
010, 12.4522, 54.1229, 12.4522, 7.9454, 91.1708, 11.0777, 51.9786, 11.0777, 7.1289, 92.2525
011, 12.2670, 53.8497, 12.2670, 7.8337, 91.2718, 11.7214, 52.9892, 11.7214, 7.8992, 91.5148
012, 12.1948, 53.7468, 12.1948, 7.7792, 91.3386, 11.8718, 53.8355, 11.8718, 7.6649, 91.5011
013, 12.0709, 53.5744, 12.0709, 7.6959, 91.4099, 10.6822, 51.5604, 10.6822, 6.9538, 92.5186
014, 11.8713, 53.2859, 11.8713, 7.5593, 91.5498, 10.4338, 50.8250, 10.4338, 6.5989, 92.7119
015, 11.7468, 53.1116, 11.7468, 7.4891, 91.6245, 10.7688, 51.1588, 10.7688, 6.9204, 92.2176
016, 11.6105, 52.9070, 11.6105, 7.4197, 91.7132, 10.4859, 51.3263, 10.4859, 6.6937, 92.6581
017, 11.4765, 52.7200, 11.4765, 7.2833, 91.8282, 10.1908, 51.1487, 10.1908, 6.4541, 92.8901
018, 11.3590, 52.5510, 11.3590, 7.2130, 91.9283, 11.7130, 53.1474, 11.7130, 7.5504, 91.8681
019, 11.3954, 52.6069, 11.3954, 7.2853, 91.8602, 10.5850, 51.9995, 10.5850, 6.8992, 92.3177
020, 11.2897, 52.4372, 11.2897, 7.1965, 91.9473, 9.9421, 50.4533, 9.9421, 6.3442, 93.0364
021, 11.1041, 52.1959, 11.1041, 7.0815, 92.0635, 10.0420, 50.0828, 10.0420, 6.3745, 92.9484
022, 10.8964, 51.8900, 10.8964, 6.9525, 92.1952, 10.1981, 51.4097, 10.1981, 6.6020, 92.6892
023, 10.8921, 51.8799, 10.8921, 6.9262, 92.2102, 11.2449, 51.6763, 11.2449, 7.4109, 92.0690
024, 10.7469, 51.6746, 10.7469, 6.8257, 92.2908, 10.0302, 50.9545, 10.0302, 6.4534, 92.7521
025, 10.7785, 51.7115, 10.7785, 6.8378, 92.3250, 9.9715, 51.0181, 9.9715, 6.3624, 92.8089
026, 10.6994, 51.6099, 10.6994, 6.8299, 92.3218, 10.1896, 51.0336, 10.1896, 6.5967, 92.5716
