******************************************************************
records on AgeDB dataset under five-fold cross-validation protocol
******************************************************************


epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy, valid_total_loss, valid_cross_entropy_loss, valid_kl_loss, valid_argmax_MAE, valid_accuracy
001, 23.6735, 37.4318, 23.6735, 10.9649, 88.3470, 20.2819, 33.6091, 20.2819, 9.7271, 89.8658
002, 20.6720, 34.3803, 20.6720, 9.7164, 89.7723, 22.3095, 35.8135, 22.3095, 10.5800, 89.1569
003, 19.7613, 33.3710, 19.7613, 9.2843, 90.2132, 17.4521, 29.8425, 17.4521, 8.1160, 91.4041
004, 19.2532, 32.8024, 19.2532, 8.9817, 90.5123, 17.3581, 30.7249, 17.3581, 7.8787, 91.4769
005, 18.6340, 32.1183, 18.6340, 8.7006, 90.7975, 16.3304, 29.4738, 16.3304, 7.4989, 92.0197
006, 18.4643, 31.9299, 18.4643, 8.5908, 90.9078, 15.9257, 28.6175, 15.9257, 7.4018, 92.1334
007, 18.0020, 31.4113, 18.0020, 8.3514, 91.1487, 17.2932, 30.9288, 17.2932, 8.1615, 91.4511
008, 17.7430, 31.1427, 17.7430, 8.2159, 91.2743, 17.4167, 30.7426, 17.4167, 8.2487, 91.4230
009, 17.4417, 30.7913, 17.4417, 8.0936, 91.4040, 16.1877, 29.4262, 16.1877, 7.3343, 92.0235
010, 17.1913, 30.5134, 17.1913, 7.9441, 91.5519, 15.1624, 28.1770, 15.1624, 6.8438, 92.5823
011, 16.9304, 30.2243, 16.9304, 7.8555, 91.6379, 15.6574, 28.7598, 15.6574, 7.3821, 92.2077
012, 16.9967, 30.2963, 16.9967, 7.8950, 91.5983, 16.2848, 29.5927, 16.2848, 7.6459, 92.0053
013, 16.6389, 29.9062, 16.6389, 7.6515, 91.8423, 15.6290, 28.6248, 15.6290, 7.3578, 92.2373
014, 16.3932, 29.6296, 16.3932, 7.5663, 91.9331, 14.8536, 27.5229, 14.8536, 6.8287, 92.6353
