******************************************************************
records on AgeDB dataset under five-fold cross-validation protocol
******************************************************************


epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy, valid_total_loss, valid_cross_entropy_loss, valid_kl_loss, valid_argmax_MAE, valid_accuracy
001, 17.5334, 60.9880, 17.5334, 10.9408, 87.3043, 14.1818, 57.2403, 14.1818, 9.0038, 89.7839
002, 15.1137, 57.9048, 15.1137, 9.6772, 89.3444, 12.6810, 53.3946, 12.6810, 8.0455, 91.1577
003, 14.2524, 56.6693, 14.2524, 9.0971, 89.9413, 12.3751, 53.2486, 12.3751, 7.8529, 91.0766
004, 13.9699, 56.2773, 13.9699, 8.8859, 90.1792, 11.6144, 52.4969, 11.6144, 7.2434, 91.9886
005, 13.4144, 55.4825, 13.4144, 8.5680, 90.4708, 11.8375, 52.9613, 11.8375, 7.6376, 91.7119
006, 13.1901, 55.1813, 13.1901, 8.3948, 90.6821, 12.3959, 54.3056, 12.3959, 8.0682, 91.3010
007, 12.9759, 54.8560, 12.9759, 8.2612, 90.8045, 12.9282, 54.4422, 12.9282, 8.3654, 90.8560
008, 12.7321, 54.5141, 12.7321, 8.1074, 90.9782, 11.7354, 52.2002, 11.7354, 7.6437, 91.8613
009, 12.5689, 54.2885, 12.5689, 8.0150, 91.0815, 11.9280, 53.5679, 11.9280, 7.4124, 91.4215
010, 12.4505, 54.1239, 12.4505, 7.9522, 91.1514, 11.0049, 52.3448, 11.0049, 6.9833, 92.1615
011, 12.1545, 53.6900, 12.1545, 7.7630, 91.3622, 10.8831, 52.3022, 10.8831, 7.1304, 92.2502
012, 12.1455, 53.6881, 12.1455, 7.7485, 91.3617, 11.8426, 53.0825, 11.8426, 7.7688, 91.6414
013, 12.0230, 53.5037, 12.0230, 7.6605, 91.4508, 11.6716, 52.6498, 11.6716, 7.6308, 91.7680
014, 11.7279, 53.0697, 11.7279, 7.4533, 91.6460, 10.6966, 51.4163, 10.6966, 6.7316, 92.4951
015, 11.6559, 52.9934, 11.6559, 7.3695, 91.7364, 10.4501, 51.0355, 10.4501, 6.7384, 92.4215
016, 11.6742, 52.9877, 11.6742, 7.4240, 91.7081, 11.3392, 52.3925, 11.3392, 7.5133, 91.9727
017, 11.4136, 52.6308, 11.4136, 7.2722, 91.8560, 10.8457, 51.7475, 10.8457, 7.0023, 92.2995
018, 11.4118, 52.6289, 11.4118, 7.2465, 91.9030, 10.4702, 51.7546, 10.4702, 6.9052, 92.4852
019, 11.2713, 52.4240, 11.2713, 7.1861, 91.9329, 11.2190, 52.8328, 11.2190, 7.2487, 91.7930
020, 11.1307, 52.2286, 11.1307, 7.1301, 92.0040, 10.1515, 50.9260, 10.1515, 6.4284, 92.8469
021, 10.9149, 51.9211, 10.9149, 6.9542, 92.1554, 10.8996, 50.9244, 10.8996, 6.8666, 92.5686
022, 10.9395, 51.9550, 10.9395, 6.9729, 92.1936, 10.1448, 50.6442, 10.1448, 6.3465, 92.8370
