******************************************************************
records on AgeDB dataset under five-fold cross-validation protocol
******************************************************************


epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy, valid_total_loss, valid_cross_entropy_loss, valid_kl_loss, valid_argmax_MAE, valid_accuracy
001, 23.7325, 37.4240, 23.7325, 10.9228, 88.3610, 19.2826, 31.7835, 19.2826, 9.0068, 90.5671
002, 20.6586, 34.3557, 20.6586, 9.6652, 89.8283, 21.2372, 34.6569, 21.2372, 10.1137, 89.6353
003, 19.8222, 33.4362, 19.8222, 9.3164, 90.1798, 17.0099, 29.6099, 17.0099, 7.8802, 91.7043
004, 19.0917, 32.6294, 19.0917, 8.9054, 90.5902, 16.7990, 29.6366, 16.7990, 7.7892, 91.8021
005, 18.8314, 32.3442, 18.8314, 8.7987, 90.6993, 16.3015, 29.5435, 16.3015, 7.5019, 92.0379
006, 18.4753, 31.9408, 18.4753, 8.6589, 90.8382, 16.6803, 30.2264, 16.6803, 7.8575, 91.7422
007, 17.9183, 31.3237, 17.9183, 8.2981, 91.2017, 16.0627, 29.2664, 16.0627, 7.3412, 92.0485
008, 17.7283, 31.1176, 17.7283, 8.2746, 91.2190, 15.6024, 29.1359, 15.6024, 7.2077, 92.3071
009, 17.5840, 30.9635, 17.5840, 8.1645, 91.3309, 16.0802, 28.9105, 16.0802, 7.2995, 91.9962
010, 17.2807, 30.6200, 17.2807, 8.0293, 91.4675, 15.6528, 28.8688, 15.6528, 7.3556, 92.1850
011, 16.9818, 30.2833, 16.9818, 7.8631, 91.6339, 15.3097, 28.3539, 15.3097, 7.2009, 92.3942
012, 16.8280, 30.1078, 16.8280, 7.7927, 91.7075, 15.2333, 28.4221, 15.2333, 7.0591, 92.5064
013, 16.7319, 30.0072, 16.7319, 7.7380, 91.7579, 14.5778, 27.4092, 14.5778, 6.6505, 92.8287
014, 16.4934, 29.7403, 16.4934, 7.6305, 91.8712, 14.6640, 27.8347, 14.6640, 6.6626, 92.7566
015, 16.4332, 29.6801, 16.4332, 7.5476, 91.9498, 14.8984, 27.8926, 14.8984, 6.9075, 92.6217
016, 16.1982, 29.4109, 16.1982, 7.4890, 92.0121, 14.2797, 27.3696, 14.2797, 6.5315, 92.9666
017, 16.0240, 29.2126, 16.0240, 7.3724, 92.1232, 14.6373, 27.7229, 14.6373, 6.7172, 92.7953
018, 15.8066, 28.9771, 15.8066, 7.2569, 92.2409, 14.5355, 27.5924, 14.5355, 6.7058, 92.8522
019, 15.8107, 28.9765, 15.8107, 7.2618, 92.2373, 14.7679, 28.3202, 14.7679, 6.8105, 92.7817
020, 15.7344, 28.8923, 15.7344, 7.2063, 92.2927, 14.6023, 27.6597, 14.6023, 6.5898, 92.9409
021, 15.3924, 28.5054, 15.3924, 7.0739, 92.4211, 14.6384, 27.7571, 14.6384, 6.7043, 92.7703
022, 15.2850, 28.3989, 15.2850, 7.0319, 92.4692, 14.0155, 27.0639, 14.0155, 6.4685, 93.0751
023, 15.1248, 28.2109, 15.1248, 6.9558, 92.5354, 14.4545, 27.2570, 14.4545, 6.5777, 92.9689
024, 14.9902, 28.0586, 14.9902, 6.8512, 92.6440, 14.2748, 27.2242, 14.2748, 6.5550, 92.9507
025, 15.1275, 28.2128, 15.1275, 6.9344, 92.5601, 14.5853, 27.5716, 14.5853, 6.6073, 92.9545
026, 14.7895, 27.8313, 14.7895, 6.7951, 92.7077, 15.3531, 27.9364, 15.3531, 7.0637, 92.5254
027, 14.7917, 27.8357, 14.7917, 6.7932, 92.7052, 14.6206, 27.2504, 14.6206, 6.8143, 92.8158
028, 14.6674, 27.6979, 14.6674, 6.7346, 92.7666, 15.0526, 28.1828, 15.0526, 6.8552, 92.5269
029, 14.5759, 27.5972, 14.5759, 6.6496, 92.8453, 14.3164, 27.2110, 14.3164, 6.4822, 93.0546
030, 14.4234, 27.4098, 14.4234, 6.6307, 92.8706, 13.8675, 26.7066, 13.8675, 6.2130, 93.2244
031, 13.4808, 26.3608, 13.4808, 6.1349, 93.3616, 13.5522, 26.2940, 13.5522, 6.0660, 93.4238
032, 13.1013, 25.9241, 13.1013, 5.9688, 93.5283, 13.4950, 26.2844, 13.4950, 6.0409, 93.4663
033, 12.9394, 25.7543, 12.9394, 5.8998, 93.5975, 13.5755, 26.2730, 13.5755, 6.0948, 93.4291
034, 12.6346, 25.3892, 12.6346, 5.7270, 93.7756, 13.4609, 26.2690, 13.4609, 5.9644, 93.5042
035, 12.7703, 25.5750, 12.7703, 5.7999, 93.6976, 13.3390, 26.0349, 13.3390, 5.9553, 93.5398
036, 12.6116, 25.3820, 12.6116, 5.7006, 93.7971, 13.3345, 26.2554, 13.3345, 5.9083, 93.6027
037, 12.5068, 25.2593, 12.5068, 5.6666, 93.8372, 13.3995, 26.2533, 13.3995, 5.9174, 93.5489
038, 12.4591, 25.1962, 12.4591, 5.6196, 93.8761, 13.5327, 26.3502, 13.5327, 6.0091, 93.5208
039, 12.2979, 25.0380, 12.2979, 5.5601, 93.9437, 13.4666, 26.0185, 13.4666, 5.8901, 93.5815
040, 12.4847, 25.2344, 12.4847, 5.6338, 93.8651, 13.5373, 26.5793, 13.5373, 6.0349, 93.4943
041, 12.3710, 25.1160, 12.3710, 5.5457, 93.9595, 13.2918, 25.9106, 13.2918, 5.8923, 93.6065
042, 12.3121, 25.0418, 12.3121, 5.5640, 93.9348, 13.3151, 26.0113, 13.3151, 5.9393, 93.6005
043, 12.0859, 24.7855, 12.0859, 5.4424, 94.0591, 13.5879, 26.5524, 13.5879, 5.9962, 93.5406
044, 12.1846, 24.8956, 12.1846, 5.5140, 93.9851, 13.5478, 26.3847, 13.5478, 5.9742, 93.5565
045, 12.0966, 24.8031, 12.0966, 5.4613, 94.0435, 13.6745, 26.4863, 13.6745, 6.1122, 93.4685
046, 11.9547, 24.6218, 11.9547, 5.3949, 94.1066, 13.4245, 26.0207, 13.4245, 5.9591, 93.5701
047, 12.0902, 24.8004, 12.0902, 5.4470, 94.0533, 13.3278, 26.1957, 13.3278, 5.8764, 93.6202
048, 11.9496, 24.6310, 11.9496, 5.4124, 94.0906, 13.5760, 26.2729, 13.5760, 5.9568, 93.5299
049, 11.9819, 24.6573, 11.9819, 5.3872, 94.1118, 13.5875, 26.4067, 13.5875, 5.9826, 93.5686
050, 11.9170, 24.6074, 11.9170, 5.3893, 94.1094, 13.5953, 26.4926, 13.5953, 6.0948, 93.4807
051, 11.8830, 24.5646, 11.8830, 5.3389, 94.1636, 13.3758, 26.0662, 13.3758, 5.9272, 93.6027
052, 11.7504, 24.3960, 11.7504, 5.2850, 94.2092, 13.3511, 26.1915, 13.3511, 5.9030, 93.6285
053, 11.6858, 24.3192, 11.6858, 5.2568, 94.2429, 13.3284, 25.9581, 13.3284, 5.9348, 93.6027
054, 11.5639, 24.1887, 11.5639, 5.1913, 94.3097, 13.2981, 26.0582, 13.2981, 5.8908, 93.6224
055, 11.6038, 24.2322, 11.6038, 5.2077, 94.2904, 13.4377, 26.1710, 13.4377, 5.9674, 93.5823
056, 11.8144, 24.4751, 11.8144, 5.3249, 94.1788, 13.3009, 25.8709, 13.3009, 5.8863, 93.6156
057, 11.6699, 24.3139, 11.6699, 5.2407, 94.2563, 13.3871, 25.8980, 13.3871, 5.9272, 93.5974
058, 11.6795, 24.3240, 11.6795, 5.2690, 94.2296, 13.4745, 26.1869, 13.4745, 5.9871, 93.5610
059, 11.5548, 24.1745, 11.5548, 5.1690, 94.3306, 13.4435, 26.0336, 13.4435, 5.9189, 93.6058
060, 11.5839, 24.2072, 11.5839, 5.2099, 94.2921, 13.4768, 26.1593, 13.4768, 5.9538, 93.5815
061, 11.5374, 24.1450, 11.5374, 5.1702, 94.3364, 13.4543, 26.0730, 13.4543, 5.9788, 93.5656
062, 11.5494, 24.1724, 11.5494, 5.1947, 94.3103, 13.4471, 26.1851, 13.4471, 5.9431, 93.5845
063, 11.5726, 24.1749, 11.5726, 5.2040, 94.3010, 13.4523, 26.2434, 13.4523, 5.9416, 93.5921
064, 11.6882, 24.3302, 11.6882, 5.2639, 94.2281, 13.4693, 26.2421, 13.4693, 5.9401, 93.5898
065, 11.5517, 24.1664, 11.5517, 5.1674, 94.3347, 13.5587, 26.3149, 13.5587, 5.9621, 93.5891
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
13.3336, 26.2184, 13.3336, 5.7595, 93.7219
CS_1, CS_2, CS_3, CS_4, CS_5, CS_6, CS_7, CS_8, CS_9, CS_10:
0.197, 0.304, 0.401, 0.499, 0.586, 0.660, 0.721, 0.772, 0.811, 0.844

test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
13.4080, 26.2699, 13.4080, 5.7746, 93.7379
CS_1, CS_2, CS_3, CS_4, CS_5, CS_6, CS_7, CS_8, CS_9, CS_10:
0.183, 0.302, 0.406, 0.509, 0.588, 0.654, 0.716, 0.769, 0.810, 0.847

