******************************************************************
records on FG_NET dataset under leave one person out protocol

******************************************************************


******************************************************************
train and test on ID: 1
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy

******************************************************************
train and test on ID: 26
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.5664, 46.8482, 20.5664, 10.2745, 88.2416
002, 12.4091, 38.1047, 12.4091, 6.4369, 92.9680
003, 11.6706, 37.2447, 11.6706, 6.0484, 93.3584
004, 9.8317, 34.9804, 9.8317, 5.0979, 94.3308
005, 9.2027, 34.2174, 9.2027, 4.8315, 94.6141
006, 8.7584, 33.6665, 8.7584, 4.6054, 94.8588
007, 8.3554, 33.1913, 8.3554, 4.3179, 95.0932
008, 7.8561, 32.4528, 7.8561, 3.9667, 95.4673
009, 8.2056, 32.9834, 8.2056, 4.3078, 95.1564
010, 7.4278, 31.9826, 7.4278, 3.8910, 95.5162
011, 6.8165, 31.1794, 6.8165, 3.4864, 95.9280
012, 6.5570, 30.9345, 6.5570, 3.3502, 96.0625
013, 6.7427, 31.0932, 6.7427, 3.5469, 95.8730
014, 6.5944, 30.9437, 6.5944, 3.4046, 95.9973
015, 6.1934, 30.3925, 6.1934, 3.1857, 96.2470
016, 6.2366, 30.4911, 6.2366, 3.2038, 96.1950
017, 6.1214, 30.2487, 6.1214, 3.1604, 96.2613
018, 6.0838, 30.2516, 6.0838, 3.0807, 96.3123
019, 5.9723, 30.0967, 5.9723, 3.1312, 96.2970
020, 5.6700, 29.6957, 5.6700, 2.9960, 96.4152
021, 5.6599, 29.8080, 5.6599, 2.8900, 96.5233
022, 5.5794, 29.6179, 5.5794, 2.9455, 96.4988
023, 4.9597, 28.8131, 4.9597, 2.5590, 96.8698
024, 5.6709, 29.7058, 5.6709, 2.8496, 96.5151
025, 5.2024, 29.1398, 5.2024, 2.7003, 96.7169
026, 5.1221, 29.0936, 5.1221, 2.5691, 96.8484
027, 5.2490, 29.1040, 5.2490, 2.6862, 96.7291
028, 5.3025, 29.1784, 5.3025, 2.6882, 96.7332
029, 4.8670, 28.7529, 4.8670, 2.4026, 97.0043
030, 4.6579, 28.3793, 4.6579, 2.3158, 97.0737
031, 4.3472, 28.0295, 4.3472, 2.2159, 97.2000
032, 3.9407, 27.5539, 3.9407, 1.9828, 97.4518
033, 4.1772, 27.7324, 4.1772, 2.1645, 97.2959
034, 3.9985, 27.6461, 3.9985, 2.0868, 97.3631
035, 3.6925, 27.2434, 3.6925, 1.7861, 97.6679
036, 3.5947, 27.0724, 3.5947, 1.7195, 97.7107
037, 3.4603, 26.9259, 3.4603, 1.6529, 97.8106
038, 3.4247, 26.8309, 3.4247, 1.6630, 97.7953
039, 3.7325, 27.2958, 3.7325, 1.8486, 97.5537
040, 3.5032, 26.9724, 3.5032, 1.7053, 97.7158
041, 3.3716, 26.7192, 3.3716, 1.6731, 97.7882
042, 3.7715, 27.4170, 3.7715, 1.8607, 97.5568
043, 3.7858, 27.3539, 3.7858, 1.8618, 97.5976
044, 3.3892, 26.8062, 3.3892, 1.6519, 97.8086
045, 3.6127, 27.1718, 3.6127, 1.7386, 97.7464
046, 3.3983, 26.7969, 3.3983, 1.6942, 97.7780
047, 3.3425, 26.7184, 3.3425, 1.5671, 97.8799
048, 3.3570, 26.7427, 3.3570, 1.6256, 97.8442
049, 3.4228, 26.9949, 3.4228, 1.6519, 97.7984
050, 3.1972, 26.5204, 3.1972, 1.5338, 97.9197
051, 3.3704, 26.7982, 3.3704, 1.6589, 97.7657
052, 3.2035, 26.4866, 3.2035, 1.5207, 97.9502
053, 3.1502, 26.5366, 3.1502, 1.5207, 97.9248
054, 3.4197, 26.9104, 3.4197, 1.6509, 97.7831
055, 3.1805, 26.4788, 3.1805, 1.5247, 97.9064
056, 3.5728, 27.1165, 3.5728, 1.7719, 97.6638
057, 3.4294, 26.8921, 3.4294, 1.6418, 97.7882
058, 3.2731, 26.6065, 3.2731, 1.6196, 97.8493
059, 3.1732, 26.5225, 3.1732, 1.5388, 97.9084
060, 3.0756, 26.3788, 3.0756, 1.5116, 97.9553
061, 3.4868, 27.0542, 3.4868, 1.6831, 97.7199
062, 3.2508, 26.6590, 3.2508, 1.5560, 97.9146
063, 2.9781, 26.2374, 2.9781, 1.4379, 98.0094
064, 3.2836, 26.7886, 3.2836, 1.6135, 97.8371
065, 3.2780, 26.7089, 3.2780, 1.6065, 97.8351
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
2.9121, 25.7292, 2.9121, 1.2727, 97.9798

******************************************************************
train and test on ID: 27
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.9652, 47.4231, 20.9652, 10.6085, 88.1744
002, 12.7341, 38.4917, 12.7341, 6.6186, 92.8192
003, 10.5658, 35.8690, 10.5658, 5.4692, 93.9475
004, 9.8836, 34.9511, 9.8836, 5.1160, 94.3410
005, 8.9809, 33.9944, 8.9809, 4.7114, 94.7120
006, 8.8080, 33.7071, 8.8080, 4.6014, 94.8394
007, 8.1267, 32.8154, 8.1267, 4.2503, 95.1686
008, 7.9648, 32.6699, 7.9648, 4.0696, 95.3654
009, 7.9679, 32.6366, 7.9679, 4.0363, 95.3664
010, 7.1953, 31.7025, 7.1953, 3.7175, 95.7170
011, 6.8560, 31.2089, 6.8560, 3.5469, 95.8821
012, 7.0044, 31.4193, 7.0044, 3.5631, 95.8261
013, 7.0587, 31.5046, 7.0587, 3.6922, 95.7455
014, 6.8275, 31.2658, 6.8275, 3.4874, 95.9147
015, 6.0739, 30.2371, 6.0739, 3.1110, 96.3174
016, 5.8815, 30.0259, 5.8815, 2.9586, 96.4835
017, 6.1646, 30.3723, 6.1646, 3.2482, 96.1787
018, 5.9493, 30.1209, 5.9493, 3.0515, 96.3347
019, 5.6291, 29.6790, 5.6291, 2.9082, 96.4947
020, 5.8055, 29.9404, 5.8055, 3.0293, 96.4448
021, 5.7053, 29.7392, 5.7053, 2.8032, 96.5630
022, 5.4902, 29.4745, 5.4902, 2.8093, 96.5834
023, 5.3181, 29.2810, 5.3181, 2.7497, 96.6547
024, 5.3658, 29.3606, 5.3658, 2.7427, 96.6344
025, 5.1448, 29.0538, 5.1448, 2.6519, 96.7404
026, 5.2929, 29.3204, 5.2929, 2.7225, 96.6802
027, 5.0529, 28.8359, 5.0529, 2.5772, 96.8168
028, 5.3839, 29.4125, 5.3839, 2.7467, 96.6751
029, 4.9939, 28.8366, 4.9939, 2.5631, 96.8902
030, 4.7921, 28.6277, 4.7921, 2.4591, 96.9554
031, 4.4808, 28.0889, 4.4808, 2.2402, 97.2123
032, 4.3376, 28.1133, 4.3376, 2.1958, 97.2408
033, 3.8356, 27.3719, 3.8356, 1.9041, 97.5466
034, 3.9738, 27.5319, 3.9738, 1.9738, 97.4467
035, 3.8070, 27.4587, 3.8070, 1.8708, 97.5425
036, 3.8734, 27.4791, 3.8734, 1.9233, 97.5069
037, 3.7446, 27.2705, 3.7446, 1.9011, 97.5262
038, 3.4762, 27.0302, 3.4762, 1.6892, 97.7352
039, 3.9015, 27.4000, 3.9015, 1.8789, 97.5517
040, 3.7742, 27.4009, 3.7742, 1.9102, 97.5191
041, 3.3573, 26.7146, 3.3573, 1.6589, 97.7861
042, 3.6627, 27.2505, 3.6627, 1.8174, 97.6271
043, 3.6533, 27.1368, 3.6533, 1.7064, 97.7189
044, 3.3756, 26.8642, 3.3756, 1.6710, 97.7729
045, 3.5507, 27.0423, 3.5507, 1.7619, 97.6873
046, 3.2243, 26.5768, 3.2243, 1.5832, 97.8911
047, 3.2238, 26.7447, 3.2238, 1.5156, 97.9237
048, 3.4340, 26.8070, 3.4340, 1.6367, 97.8177
049, 3.4354, 26.9005, 3.4354, 1.6842, 97.7647
050, 3.3399, 26.7925, 3.3399, 1.6398, 97.8167
051, 3.1769, 26.5802, 3.1769, 1.5358, 97.8585
052, 3.3027, 26.7788, 3.3027, 1.5732, 97.8728
053, 3.4413, 26.9853, 3.4413, 1.7215, 97.7148
054, 3.5044, 27.1583, 3.5044, 1.7356, 97.6893
055, 3.4621, 26.9036, 3.4621, 1.7275, 97.7117
056, 3.3612, 26.7139, 3.3612, 1.6670, 97.7617
057, 3.4451, 26.9804, 3.4451, 1.6811, 97.7861
058, 3.3384, 26.7504, 3.3384, 1.6014, 97.8697
059, 3.1912, 26.5424, 3.1912, 1.5651, 97.9023
060, 3.2914, 26.7786, 3.2914, 1.6458, 97.8289
061, 3.3108, 26.8775, 3.3108, 1.6095, 97.8514
062, 3.3980, 26.8176, 3.3980, 1.6438, 97.8422
063, 3.3576, 26.7793, 3.3576, 1.5873, 97.8524
064, 3.3469, 26.8556, 3.3469, 1.6337, 97.8300
065, 3.2053, 26.5875, 3.2053, 1.5177, 97.9441
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
8.8170, 33.2726, 8.8170, 3.7273, 95.5005

******************************************************************
train and test on ID: 28
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.6062, 46.9073, 20.6062, 10.5308, 88.2050
002, 13.0742, 38.9090, 13.0742, 6.7397, 92.7152
003, 10.8051, 36.2483, 10.8051, 5.5701, 93.8395
004, 9.9089, 35.0294, 9.9089, 5.1251, 94.3094
005, 9.3403, 34.3174, 9.3403, 4.8517, 94.5999
006, 8.2970, 33.1166, 8.2970, 4.3602, 95.0657
007, 8.1650, 32.8998, 8.1650, 4.2543, 95.1911
008, 7.5723, 32.0429, 7.5723, 3.8860, 95.5325
009, 7.5848, 32.2058, 7.5848, 3.9334, 95.4795
010, 7.4507, 32.1011, 7.4507, 3.8597, 95.5662
011, 7.4873, 32.1067, 7.4873, 3.8486, 95.5855
012, 7.7167, 32.2564, 7.7167, 4.0151, 95.3694
013, 7.0153, 31.4604, 7.0153, 3.5721, 95.8128
014, 6.4486, 30.7228, 6.4486, 3.3562, 96.0738
015, 6.2549, 30.4890, 6.2549, 3.1564, 96.2827
016, 6.0732, 30.2834, 6.0732, 3.1564, 96.2542
017, 5.9615, 30.0822, 5.9615, 3.1312, 96.2837
018, 5.9995, 30.1865, 5.9995, 3.0272, 96.3500
019, 5.9904, 30.0481, 5.9904, 3.0323, 96.3520
020, 5.8652, 30.0414, 5.8652, 2.9677, 96.4040
021, 5.5105, 29.5163, 5.5105, 2.7750, 96.6262
022, 5.4127, 29.4647, 5.4127, 2.8547, 96.5813
023, 5.3828, 29.3379, 5.3828, 2.7134, 96.6863
024, 5.8978, 30.0461, 5.8978, 2.9980, 96.3775
025, 5.4875, 29.4607, 5.4875, 2.8527, 96.5895
026, 4.9696, 28.8236, 4.9696, 2.5388, 96.8739
027, 4.4106, 28.0499, 4.4106, 2.2038, 97.1685
028, 4.8421, 28.7010, 4.8421, 2.3734, 97.0268
029, 5.1819, 29.0620, 5.1819, 2.6468, 96.7577
030, 4.9957, 28.7892, 4.9957, 2.5590, 96.8280
031, 4.6313, 28.4212, 4.6313, 2.3300, 97.0951
032, 4.3330, 28.0776, 4.3330, 2.2089, 97.2510
033, 4.1215, 27.8382, 4.1215, 2.0333, 97.3713
034, 3.9106, 27.4082, 3.9106, 1.9122, 97.5150
035, 3.9830, 27.6135, 3.9830, 2.0010, 97.4131
036, 3.8544, 27.5126, 3.8544, 1.9253, 97.5262
037, 3.9992, 27.5991, 3.9992, 2.0535, 97.3896
038, 3.7658, 27.2956, 3.7658, 1.9082, 97.5507
039, 3.4780, 26.9305, 3.4780, 1.6337, 97.7861
040, 3.8150, 27.4331, 3.8150, 1.9021, 97.5313
041, 3.3744, 26.8271, 3.3744, 1.6559, 97.7851
042, 3.7537, 27.2123, 3.7537, 1.8769, 97.5364
043, 3.6798, 27.2706, 3.6798, 1.7800, 97.5996
044, 3.5193, 26.8486, 3.5193, 1.7659, 97.7117
045, 3.4441, 27.0951, 3.4441, 1.6872, 97.7464
046, 3.6061, 26.9913, 3.6061, 1.7407, 97.6730
047, 3.1633, 26.5487, 3.1633, 1.5066, 97.9431
048, 3.2365, 26.6295, 3.2365, 1.5701, 97.8850
049, 3.4864, 26.9515, 3.4864, 1.7296, 97.7087
050, 3.5956, 27.1289, 3.5956, 1.7871, 97.6669
051, 3.2971, 26.6315, 3.2971, 1.5580, 97.8575
052, 3.2375, 26.5804, 3.2375, 1.5792, 97.8320
053, 3.2773, 26.6504, 3.2773, 1.5570, 97.8789
054, 3.3196, 26.7635, 3.3196, 1.5812, 97.8595
055, 3.4974, 26.9699, 3.4974, 1.7275, 97.7352
056, 3.3324, 26.7778, 3.3324, 1.6650, 97.7933
057, 3.3281, 26.7577, 3.3281, 1.5600, 97.8605
058, 3.1624, 26.4949, 3.1624, 1.4803, 97.9584
059, 3.2586, 26.6377, 3.2586, 1.6216, 97.8452
060, 3.3122, 26.7476, 3.3122, 1.6085, 97.8218
061, 3.3034, 26.7153, 3.3034, 1.5913, 97.8667
062, 3.2343, 26.6160, 3.2343, 1.4803, 97.9635
063, 3.2014, 26.6876, 3.2014, 1.5227, 97.9594
064, 3.2704, 26.6879, 3.2704, 1.5469, 97.8921
065, 3.1608, 26.4915, 3.1608, 1.5631, 97.8962
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
9.5105, 34.6376, 9.5105, 5.0000, 94.1230

******************************************************************
train and test on ID: 29
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.8528, 47.3595, 20.8528, 10.3731, 88.2791
002, 12.4551, 38.0630, 12.4551, 6.4520, 92.9773
003, 10.2303, 35.4355, 10.2303, 5.2497, 94.1845
004, 10.1929, 35.4188, 10.1929, 5.3205, 94.1048
005, 9.5588, 34.6350, 9.5588, 5.0556, 94.3796
006, 8.6653, 33.5137, 8.6653, 4.5824, 94.8320
007, 8.1192, 32.8024, 8.1192, 4.1476, 95.2692
008, 8.2647, 33.1097, 8.2647, 4.4358, 95.0322
009, 8.2307, 33.0047, 8.2307, 4.2669, 95.1466
010, 7.4651, 31.9968, 7.4651, 3.8837, 95.5439
011, 6.8976, 31.2798, 6.8976, 3.4772, 95.9341
012, 7.3760, 31.9654, 7.3760, 3.8898, 95.5163
013, 6.9232, 31.2742, 6.9232, 3.5945, 95.8258
014, 6.7305, 31.1072, 6.7305, 3.5147, 95.8850
015, 6.4542, 30.6271, 6.4542, 3.3205, 96.0934
016, 6.3342, 30.6476, 6.3342, 3.3246, 96.0842
017, 5.9628, 30.0482, 5.9628, 3.1163, 96.3048
018, 5.9460, 30.1096, 5.9460, 3.0061, 96.3702
019, 6.2729, 30.4393, 6.2729, 3.2265, 96.2159
020, 5.9882, 30.2092, 5.9882, 3.0849, 96.3324
021, 5.9327, 30.0708, 5.9327, 2.9990, 96.3620
022, 5.7247, 29.8100, 5.7247, 2.9505, 96.4529
023, 5.2437, 29.2031, 5.2437, 2.6643, 96.7603
024, 5.3337, 29.2616, 5.3337, 2.7078, 96.6704
025, 5.2117, 29.1529, 5.2117, 2.6542, 96.7848
026, 4.7511, 28.5843, 4.7511, 2.3711, 97.0432
027, 5.7184, 29.8154, 5.7184, 2.9636, 96.4376
028, 5.2300, 29.1393, 5.2300, 2.7058, 96.7174
029, 5.2277, 29.1541, 5.2277, 2.5976, 96.7991
030, 5.0946, 28.8654, 5.0946, 2.5511, 96.8369
031, 4.2706, 27.8573, 4.2706, 2.1486, 97.3037
032, 4.0838, 27.7841, 4.0838, 2.0506, 97.3905
033, 4.1410, 27.8631, 4.1410, 2.0748, 97.3517
034, 4.0994, 27.6615, 4.0994, 2.0455, 97.4130
035, 3.8383, 27.3990, 3.8383, 1.8696, 97.5886
036, 4.0611, 27.7271, 4.0611, 2.0506, 97.3976
037, 4.0334, 27.7100, 4.0334, 1.9818, 97.4375
038, 3.5270, 26.9880, 3.5270, 1.6582, 97.8225
039, 3.8400, 27.5276, 3.8400, 1.9141, 97.5590
040, 3.8649, 27.3779, 3.8649, 1.9697, 97.4354
041, 3.9006, 27.5115, 3.9006, 1.9939, 97.4610
042, 3.5320, 27.0526, 3.5320, 1.6997, 97.7285
043, 3.6235, 27.1695, 3.6235, 1.7856, 97.6356
044, 3.6340, 27.1988, 3.6340, 1.7654, 97.7020
045, 3.4632, 26.8926, 3.4632, 1.6653, 97.7674
046, 3.6012, 27.1487, 3.6012, 1.7573, 97.6887
047, 3.5444, 27.0044, 3.5444, 1.8018, 97.6305
048, 3.4644, 27.0083, 3.4644, 1.7007, 97.7234
049, 3.4290, 26.7834, 3.4290, 1.6957, 97.7582
050, 3.5694, 27.1147, 3.5694, 1.7695, 97.6652
051, 3.3709, 26.6346, 3.3709, 1.6451, 97.8225
052, 3.3254, 26.7131, 3.3254, 1.5319, 97.9206
053, 3.4897, 26.9795, 3.4897, 1.7351, 97.7245
054, 3.3113, 26.6561, 3.3113, 1.6047, 97.8378
055, 3.2463, 26.6079, 3.2463, 1.5592, 97.8960
056, 3.5685, 27.1343, 3.5685, 1.8140, 97.6376
057, 3.2628, 26.6453, 3.2628, 1.5581, 97.8930
058, 3.3133, 26.7464, 3.3133, 1.5905, 97.8766
059, 3.2761, 26.7281, 3.2761, 1.6148, 97.8317
060, 3.2601, 26.7043, 3.2601, 1.5592, 97.8971
061, 3.3679, 26.9166, 3.3679, 1.6198, 97.8378
062, 3.2323, 26.6077, 3.2323, 1.5733, 97.8879
063, 3.3660, 26.8215, 3.3660, 1.6006, 97.8429
064, 3.6179, 27.1636, 3.6179, 1.8160, 97.6070
065, 3.3381, 26.7741, 3.3381, 1.6198, 97.8521
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
12.1914, 37.7095, 12.1914, 6.2308, 93.2401

******************************************************************
train and test on ID: 30
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.5905, 46.9662, 20.5905, 10.8910, 88.2631
002, 12.6871, 38.4823, 12.6871, 6.4914, 92.9058
003, 11.2777, 36.7415, 11.2777, 5.8607, 93.5623
004, 10.3269, 35.6116, 10.3269, 5.3602, 94.0831
005, 9.0264, 33.9504, 9.0264, 4.7366, 94.7222
006, 8.6180, 33.4439, 8.6180, 4.4026, 95.0015
007, 8.6181, 33.4373, 8.6181, 4.4692, 94.9689
008, 7.9264, 32.6414, 7.9264, 4.1080, 95.2899
009, 7.8647, 32.4764, 7.8647, 4.1140, 95.3470
010, 7.3451, 31.8171, 7.3451, 3.7154, 95.6834
011, 6.7787, 31.1419, 6.7787, 3.5681, 95.8628
012, 6.8750, 31.3409, 6.8750, 3.6367, 95.7822
013, 7.1317, 31.5828, 7.1317, 3.6983, 95.6834
014, 6.5277, 30.7930, 6.5277, 3.3310, 96.0839
015, 6.4013, 30.7589, 6.4013, 3.3582, 96.0911
016, 6.1920, 30.4155, 6.1920, 3.1968, 96.2032
017, 5.9317, 30.0600, 5.9317, 3.0192, 96.3856
018, 5.7688, 29.8684, 5.7688, 3.0686, 96.3439
019, 5.8161, 29.8769, 5.8161, 2.9213, 96.4702
020, 5.6714, 29.7050, 5.6714, 2.9425, 96.4631
021, 5.6367, 29.7454, 5.6367, 2.9354, 96.4764
022, 5.6102, 29.5938, 5.6102, 2.8930, 96.5233
023, 5.4345, 29.4074, 5.4345, 2.7730, 96.6303
024, 5.6919, 29.8409, 5.6919, 2.8577, 96.5599
025, 5.3071, 29.1610, 5.3071, 2.6509, 96.7669
026, 5.2062, 29.2238, 5.2062, 2.7336, 96.6547
027, 5.0582, 28.8950, 5.0582, 2.5782, 96.8036
028, 5.1220, 28.9587, 5.1220, 2.6498, 96.7516
029, 5.1044, 29.0621, 5.1044, 2.6448, 96.7801
030, 4.9246, 28.7758, 4.9246, 2.6044, 96.8341
031, 4.4373, 28.1921, 4.4373, 2.2069, 97.2204
032, 4.0623, 27.6392, 4.0623, 2.0424, 97.3937
033, 3.9182, 27.5059, 3.9182, 1.9284, 97.4967
034, 3.9611, 27.5449, 3.9611, 1.9717, 97.4773
035, 3.8147, 27.3888, 3.8147, 1.7841, 97.6108
036, 4.0863, 27.8095, 4.0863, 2.0444, 97.4151
037, 3.7453, 27.2296, 3.7453, 1.8345, 97.6292
038, 3.7971, 27.3786, 3.7971, 1.8799, 97.5599
039, 3.6303, 27.0570, 3.6303, 1.7871, 97.6169
040, 3.6728, 27.0990, 3.6728, 1.8305, 97.6302
041, 3.3220, 26.8231, 3.3220, 1.5479, 97.9074
042, 3.6785, 27.2385, 3.6785, 1.8042, 97.6363
043, 3.4794, 26.9132, 3.4794, 1.7013, 97.7484
044, 3.3566, 26.7698, 3.3566, 1.6135, 97.8330
045, 3.5817, 27.0873, 3.5817, 1.7820, 97.6495
046, 3.3256, 26.6312, 3.3256, 1.6337, 97.8065
047, 3.5203, 27.0506, 3.5203, 1.7003, 97.7586
048, 3.4613, 26.8973, 3.4613, 1.6660, 97.7739
049, 3.6039, 27.1433, 3.6039, 1.8648, 97.5935
050, 3.3424, 26.7037, 3.3424, 1.6387, 97.8075
051, 3.2159, 26.7347, 3.2159, 1.5399, 97.9288
052, 3.1233, 26.5631, 3.1233, 1.5378, 97.9298
053, 3.1179, 26.5986, 3.1179, 1.4692, 98.0002
054, 3.3138, 26.7726, 3.3138, 1.6266, 97.8544
055, 3.5244, 27.1141, 3.5244, 1.7487, 97.6536
056, 3.5047, 26.9536, 3.5047, 1.7235, 97.7464
057, 3.5648, 27.1333, 3.5648, 1.7598, 97.6628
058, 3.0620, 26.3363, 3.0620, 1.4339, 98.0369
059, 3.1727, 26.5619, 3.1727, 1.5469, 97.9186
060, 3.3787, 26.7492, 3.3787, 1.6256, 97.8330
061, 3.3091, 26.7585, 3.3091, 1.6922, 97.7943
062, 3.2642, 26.6856, 3.2642, 1.5984, 97.8330
063, 3.2816, 26.7452, 3.2816, 1.6529, 97.7922
064, 3.2999, 26.7184, 3.2999, 1.5893, 97.8575
065, 3.1477, 26.4854, 3.1477, 1.4894, 97.9716
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
6.3972, 30.7567, 6.3972, 3.0000, 96.4187

******************************************************************
train and test on ID: 31
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.5485, 46.8522, 20.5485, 10.5399, 88.2975
002, 12.6715, 38.4871, 12.6715, 6.4762, 92.8925
003, 10.7274, 36.0353, 10.7274, 5.5865, 93.8352
004, 9.8357, 34.9718, 9.8357, 5.0677, 94.3765
005, 9.3501, 34.4167, 9.3501, 4.8413, 94.5910
006, 8.3717, 33.1721, 8.3717, 4.2548, 95.1875
007, 8.0739, 32.7638, 8.0739, 4.1557, 95.2763
008, 7.8365, 32.4322, 7.8365, 4.0445, 95.3672
009, 7.9627, 32.6564, 7.9627, 4.0516, 95.3774
010, 6.9824, 31.3921, 6.9824, 3.5824, 95.8074
011, 7.6021, 32.2420, 7.6021, 3.9646, 95.4734
012, 6.9474, 31.2956, 6.9474, 3.5622, 95.8534
013, 6.7887, 31.1418, 6.7887, 3.6006, 95.8197
014, 6.1973, 30.4361, 6.1973, 3.2255, 96.1894
015, 5.9449, 30.0971, 5.9449, 3.1011, 96.3099
016, 6.0268, 30.1416, 6.0268, 3.1264, 96.2782
017, 5.9509, 30.1073, 5.9509, 3.0324, 96.3753
018, 6.4555, 30.7826, 6.4555, 3.2932, 96.1005
019, 6.3095, 30.5267, 6.3095, 3.1577, 96.2231
020, 5.7386, 29.7898, 5.7386, 2.9474, 96.4805
021, 5.8855, 30.0506, 5.8855, 3.0829, 96.3252
022, 5.5503, 29.5211, 5.5503, 2.8150, 96.5949
023, 5.3282, 29.3261, 5.3282, 2.7674, 96.6807
024, 5.4751, 29.4703, 5.4751, 2.8079, 96.5887
025, 5.6689, 29.6809, 5.6689, 2.9363, 96.4754
026, 5.2372, 29.2022, 5.2372, 2.6582, 96.7583
027, 5.0317, 28.9725, 5.0317, 2.4863, 96.9176
028, 5.0860, 28.8893, 5.0860, 2.6158, 96.7950
029, 4.8309, 28.6360, 4.8309, 2.4125, 96.9779
030, 4.5657, 28.3491, 4.5657, 2.3155, 97.0780
031, 4.4951, 28.2024, 4.4951, 2.2730, 97.1546
032, 4.4564, 28.2712, 4.4564, 2.1921, 97.2598
033, 4.3988, 28.1761, 4.3988, 2.2892, 97.1586
034, 4.1149, 27.7838, 4.1149, 2.0657, 97.3660
035, 4.0131, 27.6697, 4.0131, 2.0465, 97.4027
036, 3.8877, 27.4054, 3.8877, 1.9980, 97.4650
037, 3.9765, 27.6690, 3.9765, 2.0607, 97.4150
038, 3.5360, 26.9513, 3.5360, 1.6855, 97.7347
039, 3.9023, 27.4729, 3.9023, 1.9343, 97.4783
040, 3.4605, 26.9635, 3.4605, 1.7290, 97.7337
041, 3.6681, 27.2007, 3.6681, 1.7836, 97.6591
042, 3.4340, 26.8598, 3.4340, 1.6825, 97.7960
043, 3.6905, 27.3020, 3.6905, 1.7907, 97.6632
044, 3.6845, 27.1953, 3.6845, 1.7887, 97.6581
045, 3.3085, 26.8098, 3.3085, 1.6653, 97.7878
046, 3.6658, 27.1977, 3.6658, 1.7897, 97.6468
047, 3.5953, 27.0443, 3.5953, 1.7614, 97.6856
048, 3.3324, 26.8109, 3.3324, 1.6684, 97.7735
049, 3.2840, 26.6520, 3.2840, 1.6036, 97.8297
050, 3.4438, 26.9794, 3.4438, 1.7098, 97.7459
051, 3.3305, 26.5388, 3.3305, 1.6249, 97.8378
052, 3.3433, 26.6893, 3.3433, 1.6643, 97.7643
053, 3.3498, 26.8051, 3.3498, 1.6330, 97.8246
054, 3.2192, 26.5461, 3.2192, 1.5753, 97.8603
055, 3.2671, 26.5832, 3.2671, 1.5753, 97.9012
056, 3.2656, 26.6711, 3.2656, 1.6057, 97.8634
057, 3.3338, 26.7893, 3.3338, 1.5976, 97.8726
058, 3.5997, 27.1209, 3.5997, 1.7968, 97.6356
059, 3.3290, 26.7951, 3.3290, 1.6138, 97.8409
060, 3.2099, 26.5632, 3.2099, 1.5733, 97.8685
061, 3.0765, 26.4785, 3.0765, 1.4772, 97.9941
062, 3.5093, 27.0754, 3.5093, 1.7310, 97.7296
063, 3.3172, 26.7161, 3.3172, 1.6481, 97.7929
064, 3.4130, 26.9116, 3.4130, 1.6471, 97.8194
065, 3.5176, 27.0229, 3.5176, 1.7472, 97.6754
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
4.8362, 29.0496, 4.8362, 2.4615, 96.9697

******************************************************************
train and test on ID: 32
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.8015, 47.3229, 20.8015, 11.0515, 88.1777
002, 12.9666, 38.7857, 12.9666, 6.7424, 92.6956
003, 11.6279, 37.1950, 11.6279, 6.0687, 93.3854
004, 10.1439, 35.4010, 10.1439, 5.3121, 94.1179
005, 9.2025, 34.1812, 9.2025, 4.8657, 94.6056
006, 9.6633, 34.8988, 9.6633, 5.0707, 94.3679
007, 8.5314, 33.2627, 8.5314, 4.4040, 95.0321
008, 8.0607, 32.7903, 8.0607, 4.2364, 95.2015
009, 7.5696, 32.1591, 7.5696, 3.9677, 95.4525
010, 7.4625, 32.0001, 7.4625, 3.8283, 95.6157
011, 7.1946, 31.6231, 7.1946, 3.7162, 95.7035
012, 7.3572, 31.9802, 7.3572, 3.8232, 95.6096
013, 6.8195, 31.1834, 6.8195, 3.4404, 95.9759
014, 6.6098, 30.9326, 6.6098, 3.3939, 96.0443
