******************************************************************
records on FG_NET dataset under leave one person out protocol

******************************************************************


******************************************************************
train and test on ID: 1
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
053, 3.3208, 26.7884, 3.3208, 1.6165, 97.8086
054, 3.1370, 26.4186, 3.1370, 1.5338, 97.9044
055, 3.1917, 26.6437, 3.1917, 1.5277, 97.9400
056, 3.3598, 26.8054, 3.3598, 1.6125, 97.8514
057, 3.4127, 26.9378, 3.4127, 1.7195, 97.7127
058, 3.0481, 26.3159, 3.0481, 1.4541, 97.9961
059, 3.3187, 26.8352, 3.3187, 1.6468, 97.7780
060, 3.3447, 26.7412, 3.3447, 1.6559, 97.7454
061, 3.1938, 26.4626, 3.1938, 1.5853, 97.8391
062, 3.1845, 26.6283, 3.1845, 1.5570, 97.8850
063, 3.3352, 26.7641, 3.3352, 1.6579, 97.7953
064, 3.6303, 27.2440, 3.6303, 1.8739, 97.5181
065, 3.2263, 26.5753, 3.2263, 1.5439, 97.9013
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
8.2510, 32.8090, 8.2510, 3.9091, 95.5923

******************************************************************
train and test on ID: 44
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.8702, 47.3603, 20.8702, 10.8327, 88.0112
002, 13.1644, 38.9620, 13.1644, 6.5887, 92.7786
003, 11.6507, 37.2729, 11.6507, 6.1341, 93.3254
004, 9.9972, 35.0868, 9.9972, 5.1996, 94.2571
005, 9.1537, 34.1344, 9.1537, 4.7591, 94.6573
006, 8.9526, 33.7932, 8.9526, 4.6421, 94.7968
007, 8.2836, 32.9760, 8.2836, 4.3206, 95.0605
008, 8.0632, 32.8969, 8.0632, 4.2208, 95.1857
009, 7.4217, 31.7887, 7.4217, 3.8679, 95.5594
010, 7.6447, 32.2940, 7.6447, 3.9607, 95.4444
011, 7.7154, 32.3404, 7.7154, 3.9597, 95.4525
012, 6.8443, 31.1942, 6.8443, 3.4940, 95.9128
013, 7.1920, 31.6833, 7.1920, 3.6925, 95.7590
014, 6.5530, 30.8254, 6.5530, 3.4758, 95.9474
015, 6.2830, 30.5662, 6.2830, 3.2107, 96.1846
016, 6.3991, 30.6933, 6.3991, 3.3125, 96.0563
017, 6.0611, 30.1988, 6.0611, 3.1038, 96.3231
018, 5.6680, 29.6966, 5.6680, 2.8770, 96.5298
019, 5.7241, 29.7503, 5.7241, 2.9395, 96.4657
020, 5.5456, 29.6167, 5.5456, 2.7984, 96.6082
021, 5.3877, 29.3832, 5.3877, 2.6996, 96.7141
022, 5.7653, 29.8432, 5.7653, 2.9688, 96.4463
023, 5.3226, 29.3734, 5.3226, 2.7319, 96.6571
024, 5.6027, 29.6148, 5.6027, 2.9204, 96.5257
025, 5.3392, 29.2562, 5.3392, 2.7248, 96.6683
026, 5.3677, 29.3588, 5.3677, 2.8468, 96.5685
027, 4.9820, 28.8089, 4.9820, 2.5837, 96.8618
028, 4.9187, 28.8199, 4.9187, 2.5282, 96.9229
029, 4.7997, 28.6139, 4.7997, 2.3337, 97.0766
030, 4.7371, 28.4296, 4.7371, 2.4405, 96.9666
031, 4.3236, 28.1188, 4.3236, 2.1552, 97.2446
032, 4.2006, 27.8919, 4.2006, 2.1613, 97.2741
033, 4.1325, 27.7566, 4.1325, 2.0071, 97.4208
034, 4.1171, 27.7720, 4.1171, 2.0746, 97.3566
035, 3.9274, 27.5347, 3.9274, 1.9143, 97.5348
036, 3.7667, 27.2712, 3.7667, 1.8357, 97.6153
037, 3.7014, 27.2722, 3.7014, 1.9113, 97.5623
038, 3.5293, 27.0385, 3.5293, 1.7077, 97.7171
039, 3.8864, 27.4257, 3.8864, 1.8206, 97.6234
040, 3.5196, 27.1216, 3.5196, 1.6895, 97.7324
041, 3.6136, 27.0201, 3.6136, 1.7177, 97.7273
042, 3.2963, 26.7205, 3.2963, 1.5726, 97.8983
043, 3.5826, 27.0861, 3.5826, 1.7782, 97.6743
044, 3.4769, 26.9366, 3.4769, 1.6956, 97.7201
045, 3.6895, 27.2461, 3.6895, 1.8115, 97.6132
046, 3.4634, 26.9516, 3.4634, 1.7218, 97.7670
047, 3.4957, 26.9374, 3.4957, 1.6724, 97.7395
048, 3.3264, 26.6630, 3.3264, 1.6421, 97.8169
049, 3.2672, 26.7871, 3.2672, 1.5726, 97.8749
050, 3.3221, 26.7444, 3.3221, 1.6139, 97.8515
051, 2.9998, 26.2192, 2.9998, 1.4133, 98.0256
052, 3.2099, 26.6391, 3.2099, 1.5827, 97.8932
053, 3.2965, 26.7438, 3.2965, 1.5645, 97.9044
054, 3.1280, 26.4497, 3.1280, 1.5151, 97.9258
055, 3.2217, 26.6328, 3.2217, 1.5554, 97.8963
056, 3.3214, 26.7880, 3.3214, 1.5978, 97.8484
057, 3.3236, 26.7691, 3.3236, 1.6038, 97.8647
058, 3.1004, 26.4111, 3.1004, 1.4919, 97.9533
059, 3.4640, 26.9793, 3.4640, 1.6694, 97.7649
060, 3.5041, 26.9683, 3.5041, 1.6673, 97.7985
061, 3.3738, 26.8537, 3.3738, 1.6341, 97.7935
062, 3.2732, 26.6997, 3.2732, 1.5171, 97.9492
063, 3.1344, 26.5047, 3.1344, 1.4940, 97.9920
064, 3.2932, 26.6663, 3.2932, 1.5927, 97.8535
065, 3.0912, 26.3981, 3.0912, 1.4738, 98.0124
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
4.1884, 27.9736, 4.1884, 2.4000, 96.9697

******************************************************************
train and test on ID: 45
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.6396, 46.9107, 20.6396, 10.3428, 88.4926
002, 12.2754, 38.0282, 12.2754, 6.2781, 93.1274
003, 10.8858, 36.1959, 10.8858, 5.5905, 93.8311
004, 9.4800, 34.5395, 9.4800, 4.9060, 94.5338
005, 9.0132, 33.9324, 9.0132, 4.6026, 94.7769
006, 8.8026, 33.6916, 8.8026, 4.5349, 94.8913
007, 8.1435, 32.9084, 8.1435, 4.1931, 95.2538
008, 7.8953, 32.5855, 7.8953, 4.0677, 95.3560
009, 7.4962, 31.9877, 7.4962, 3.8868, 95.5562
010, 7.0005, 31.4369, 7.0005, 3.6754, 95.7645
011, 6.7270, 31.0470, 6.7270, 3.4772, 95.9381
012, 6.2588, 30.4544, 6.2588, 3.1881, 96.2068
013, 6.8030, 31.3209, 6.8030, 3.5521, 95.8789
014, 6.2001, 30.3864, 6.2001, 3.1729, 96.2507
015, 5.8165, 29.9436, 5.8165, 3.0698, 96.3743
016, 6.2675, 30.5223, 6.2675, 3.1173, 96.2956
017, 5.8394, 29.8833, 5.8394, 2.9565, 96.4437
018, 6.0631, 30.2724, 6.0631, 3.2063, 96.2374
019, 5.8803, 29.9764, 5.8803, 3.0789, 96.3222
020, 5.6162, 29.6252, 5.6162, 2.8686, 96.5744
021, 5.6033, 29.6585, 5.6033, 2.8948, 96.5050
022, 5.4280, 29.4826, 5.4280, 2.8059, 96.5775
023, 5.4441, 29.4109, 5.4441, 2.7624, 96.6480
024, 5.3447, 29.3173, 5.3447, 2.7765, 96.6786
025, 4.8237, 28.6215, 4.8237, 2.3691, 97.0300
026, 5.1864, 29.1050, 5.1864, 2.7219, 96.6888
027, 5.4496, 29.3937, 5.4496, 2.6603, 96.7470
028, 5.2153, 29.1978, 5.2153, 2.6815, 96.7501
029, 5.1968, 29.0405, 5.1968, 2.6653, 96.7644
030, 5.0376, 28.9389, 5.0376, 2.5228, 96.9217
031, 4.3019, 27.7405, 4.3019, 2.1507, 97.2649
032, 3.7790, 27.3373, 3.7790, 1.8251, 97.6152
033, 3.7719, 27.3117, 3.7719, 1.8423, 97.5968
034, 3.7030, 27.2503, 3.7030, 1.7978, 97.6550
035, 3.7572, 27.3580, 3.7572, 1.8504, 97.6213
036, 3.8355, 27.4061, 3.8355, 1.8888, 97.5610
037, 3.8009, 27.3134, 3.8009, 1.8473, 97.5947
038, 3.6686, 27.2981, 3.6686, 1.8210, 97.6264
039, 3.6724, 27.0961, 3.6724, 1.7695, 97.6897
040, 3.5277, 27.0362, 3.5277, 1.6906, 97.7765
041, 3.6298, 27.1117, 3.6298, 1.7452, 97.7469
042, 3.5317, 27.0917, 3.5317, 1.7159, 97.7347
043, 3.7528, 27.2909, 3.7528, 1.8231, 97.6397
044, 3.6680, 27.1658, 3.6680, 1.8665, 97.5866
045, 3.1465, 26.5201, 3.1465, 1.4398, 97.9931
046, 3.3148, 26.7441, 3.3148, 1.5581, 97.9206
047, 3.2904, 26.6992, 3.2904, 1.5986, 97.8511
048, 3.2128, 26.5320, 3.2128, 1.5794, 97.8572
049, 3.1274, 26.5330, 3.1274, 1.4874, 97.9400
050, 3.6014, 27.0580, 3.6014, 1.7978, 97.6346
051, 3.2305, 26.7162, 3.2305, 1.5804, 97.8644
052, 3.1523, 26.4646, 3.1523, 1.5319, 97.9563
053, 3.0863, 26.3924, 3.0863, 1.4853, 98.0206
054, 3.1212, 26.4762, 3.1212, 1.5228, 97.9349
055, 3.1047, 26.5202, 3.1047, 1.4843, 97.9737
056, 3.3339, 26.7755, 3.3339, 1.5976, 97.8358
057, 3.2590, 26.7071, 3.2590, 1.5774, 97.8368
058, 3.2103, 26.5252, 3.2103, 1.5622, 97.9114
059, 3.3650, 26.8078, 3.3650, 1.6633, 97.7653
060, 3.3284, 26.7673, 3.3284, 1.6582, 97.7745
061, 3.1852, 26.5597, 3.1852, 1.5228, 97.9400
062, 3.1141, 26.4602, 3.1141, 1.5258, 97.9073
063, 3.2907, 26.6614, 3.2907, 1.6451, 97.8378
064, 3.3173, 26.8356, 3.3173, 1.6320, 97.8215
065, 3.0816, 26.4452, 3.0816, 1.4489, 98.0084
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
4.4953, 28.3031, 4.4953, 2.8462, 96.5812

******************************************************************
train and test on ID: 46
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.9260, 47.2882, 20.9260, 10.7806, 88.0708
002, 13.1757, 39.1309, 13.1757, 6.7462, 92.6627
003, 11.3553, 36.8626, 11.3553, 5.9201, 93.5247
004, 9.7340, 34.8528, 9.7340, 4.8857, 94.5297
005, 9.4158, 34.4232, 9.4158, 4.8615, 94.5399
006, 8.5907, 33.4455, 8.5907, 4.4965, 94.9331
007, 8.6275, 33.4654, 8.6275, 4.3903, 95.0312
008, 8.0336, 32.6554, 8.0336, 4.2113, 95.2314
009, 7.3245, 31.8774, 7.3245, 3.7685, 95.6021
010, 7.2618, 31.7795, 7.2618, 3.7968, 95.6266
011, 6.9783, 31.3693, 6.9783, 3.5642, 95.8227
012, 7.1862, 31.6328, 7.1862, 3.6764, 95.7512
013, 6.2628, 30.4990, 6.2628, 3.1325, 96.2823
014, 6.2466, 30.4750, 6.2466, 3.2760, 96.1649
015, 6.3492, 30.6041, 6.3492, 3.3579, 96.0546
016, 6.5794, 30.8802, 6.5794, 3.4166, 95.9923
017, 6.6888, 31.0746, 6.6888, 3.5319, 95.8973
018, 6.1471, 30.2742, 6.1471, 3.2437, 96.1945
019, 5.9760, 30.0908, 5.9760, 3.0920, 96.2885
020, 5.5451, 29.5504, 5.5451, 2.8301, 96.5795
021, 5.4384, 29.3689, 5.4384, 2.7765, 96.6306
022, 5.1329, 28.9986, 5.1329, 2.6107, 96.7348
023, 5.4631, 29.5496, 5.4631, 2.7806, 96.6459
024, 5.0254, 28.9301, 5.0254, 2.6350, 96.8134
025, 5.5027, 29.4748, 5.5027, 2.8231, 96.5765
026, 5.4054, 29.3536, 5.4054, 2.7846, 96.6470
027, 5.2463, 29.1908, 5.2463, 2.6441, 96.7756
028, 4.8536, 28.6411, 4.8536, 2.4226, 96.9860
029, 4.6310, 28.3949, 4.6310, 2.3691, 96.9881
030, 4.7751, 28.5795, 4.7751, 2.5056, 96.9431
031, 4.1199, 27.7509, 4.1199, 2.0536, 97.4099
032, 3.9109, 27.5858, 3.9109, 1.9484, 97.4763
033, 3.9197, 27.4276, 3.9197, 1.9070, 97.5243
034, 4.0785, 27.7723, 4.0785, 1.9990, 97.4211
035, 3.8119, 27.3206, 3.8119, 1.8605, 97.5641
036, 3.9150, 27.5692, 3.9150, 1.9767, 97.4865
037, 4.3072, 28.1045, 4.3072, 2.1921, 97.2424
038, 3.5552, 26.9739, 3.5552, 1.7118, 97.7337
039, 3.8891, 27.5168, 3.8891, 1.9565, 97.4558
040, 3.5789, 26.9607, 3.5789, 1.7149, 97.7183
041, 3.6387, 27.2907, 3.6387, 1.8038, 97.6305
042, 3.6259, 27.0725, 3.6259, 1.7553, 97.6867
043, 3.4908, 26.9547, 3.4908, 1.7058, 97.7296
044, 3.8439, 27.5335, 3.8439, 1.8928, 97.5478
045, 3.2352, 26.5710, 3.2352, 1.5551, 97.8899
046, 3.5185, 27.0161, 3.5185, 1.7300, 97.7245
047, 3.3083, 26.7430, 3.3083, 1.5915, 97.8378
048, 3.5144, 26.9938, 3.5144, 1.7695, 97.6734
049, 3.3633, 26.8792, 3.3633, 1.6491, 97.8051
050, 3.4257, 26.8462, 3.4257, 1.6461, 97.7919
051, 3.2549, 26.6203, 3.2549, 1.5885, 97.8664
052, 3.2042, 26.4384, 3.2042, 1.5683, 97.9185
053, 3.2318, 26.6405, 3.2318, 1.5865, 97.8654
054, 3.2169, 26.5950, 3.2169, 1.5046, 97.9379
055, 3.1844, 26.5573, 3.1844, 1.5258, 97.9103
056, 3.4176, 26.8794, 3.4176, 1.6522, 97.7868
057, 3.5626, 27.0709, 3.5626, 1.7917, 97.6346
058, 3.4317, 26.9016, 3.4317, 1.6593, 97.7541
059, 3.1922, 26.5640, 3.1922, 1.5339, 97.9236
060, 3.0547, 26.3265, 3.0547, 1.4034, 98.0401
061, 3.3201, 26.7370, 3.3201, 1.6097, 97.8164
062, 3.1035, 26.4086, 3.1035, 1.4924, 97.9808
063, 3.2848, 26.7791, 3.2848, 1.5824, 97.8797
064, 3.4604, 27.0256, 3.4604, 1.6724, 97.7531
065, 3.1437, 26.4178, 3.1437, 1.5369, 97.9185
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
3.5628, 27.4081, 3.5628, 1.2308, 98.2129

******************************************************************
train and test on ID: 47
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.8753, 47.3351, 20.8753, 11.3269, 87.9565
002, 13.3353, 39.2160, 13.3353, 6.8816, 92.5214
003, 10.7340, 36.0945, 10.7340, 5.6478, 93.7850
004, 9.9877, 35.1879, 9.9877, 5.1296, 94.3381
005, 8.9617, 33.7988, 8.9617, 4.5294, 94.8759
006, 8.2361, 33.0493, 8.2361, 4.3634, 95.0763
007, 7.7779, 32.3592, 7.7779, 4.0425, 95.3963
008, 8.1335, 32.8852, 8.1335, 4.1569, 95.2317
009, 8.0415, 32.6947, 8.0415, 4.1589, 95.2726
010, 7.2244, 31.6869, 7.2244, 3.6812, 95.7050
011, 7.0238, 31.4572, 7.0238, 3.7591, 95.6948
012, 6.9690, 31.3588, 6.9690, 3.5334, 95.8860
013, 6.7857, 31.2347, 6.7857, 3.5364, 95.8747
014, 6.7773, 31.0694, 6.7773, 3.4706, 95.9545
015, 6.4771, 30.7183, 6.4771, 3.3077, 96.0874
016, 6.2412, 30.4624, 6.2412, 3.2824, 96.1181
017, 5.9839, 30.1955, 5.9839, 3.0951, 96.3389
018, 5.8959, 29.9979, 5.8959, 2.9808, 96.4483
019, 5.4262, 29.4124, 5.4262, 2.7966, 96.5791
020, 5.5891, 29.6176, 5.5891, 2.9322, 96.4442
021, 6.2599, 30.5012, 6.2599, 3.1225, 96.2510
022, 5.7119, 29.7399, 5.7119, 2.9605, 96.4411
023, 5.3356, 29.2904, 5.3356, 2.6619, 96.7601
024, 5.2332, 29.1800, 5.2332, 2.6933, 96.7110
025, 5.3600, 29.3218, 5.3600, 2.7591, 96.6609
026, 5.2577, 29.1649, 5.2577, 2.6731, 96.7458
027, 5.1496, 29.0295, 5.1496, 2.6711, 96.7489
028, 4.9395, 28.7653, 4.9395, 2.4484, 96.9687
029, 4.7951, 28.6317, 4.7951, 2.4585, 96.9503
030, 4.5174, 28.2566, 4.5174, 2.2925, 97.0954
031, 4.2654, 27.8141, 4.2654, 2.1316, 97.2611
032, 4.2510, 27.9377, 4.2510, 2.0891, 97.3408
033, 3.8170, 27.3511, 3.8170, 1.8998, 97.5126
034, 3.8536, 27.4050, 3.8536, 1.9170, 97.5514
035, 4.0105, 27.7104, 4.0105, 2.0051, 97.4154
036, 3.7496, 27.2385, 3.7496, 1.8613, 97.5739
037, 3.9269, 27.5615, 3.9269, 1.9453, 97.4952
038, 3.6610, 27.1980, 3.6610, 1.8057, 97.6393
039, 3.5564, 27.0171, 3.5564, 1.7935, 97.6250
040, 3.4348, 26.8680, 3.4348, 1.6579, 97.8152
041, 3.6838, 27.3047, 3.6838, 1.8249, 97.5995
042, 3.2461, 26.5848, 3.2461, 1.5648, 97.8765
043, 3.6233, 27.1227, 3.6233, 1.8057, 97.6281
044, 3.5021, 27.0080, 3.5021, 1.7581, 97.6966
045, 3.5045, 27.0632, 3.5045, 1.6802, 97.7375
046, 3.3411, 26.8121, 3.3411, 1.6427, 97.8193
047, 3.7880, 27.3445, 3.7880, 1.9464, 97.4860
048, 3.3824, 26.7761, 3.3824, 1.6437, 97.7917
049, 3.3407, 26.7180, 3.3407, 1.6437, 97.8336
050, 3.3224, 26.7697, 3.3224, 1.6225, 97.7958
051, 3.3936, 26.7853, 3.3936, 1.6903, 97.7958
052, 3.0402, 26.3555, 3.0402, 1.4403, 98.0278
053, 3.3750, 26.7946, 3.3750, 1.6275, 97.8397
054, 3.0445, 26.3629, 3.0445, 1.4909, 97.9747
055, 3.2216, 26.6728, 3.2216, 1.5526, 97.9215
056, 3.1409, 26.5251, 3.1409, 1.4980, 97.9409
057, 3.2669, 26.7019, 3.2669, 1.5435, 97.8949
058, 3.4532, 26.8854, 3.4532, 1.6538, 97.7528
059, 3.2758, 26.6751, 3.2758, 1.5982, 97.8816
060, 3.1818, 26.5629, 3.1818, 1.5597, 97.8980
061, 3.1444, 26.4728, 3.1444, 1.5111, 97.9737
062, 3.3909, 26.8662, 3.3909, 1.7419, 97.7150
063, 3.1258, 26.4256, 3.1258, 1.5040, 97.9818
064, 3.6417, 27.2266, 3.6417, 1.7733, 97.6455
065, 3.2194, 26.6406, 3.2194, 1.5577, 97.8847
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
13.6769, 39.6892, 13.6769, 5.2857, 93.8672

******************************************************************
train and test on ID: 48
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.3942, 46.6361, 20.3942, 10.6176, 88.5611
002, 12.4944, 38.2988, 12.4944, 6.4209, 92.9990
003, 10.6070, 35.8507, 10.6070, 5.4686, 94.0050
004, 9.4129, 34.5287, 9.4129, 4.8347, 94.6063
005, 9.0898, 34.1380, 9.0898, 4.6724, 94.7559
006, 8.3662, 33.1318, 8.3662, 4.2972, 95.1421
007, 8.2259, 32.9699, 8.2259, 4.3519, 95.0786
008, 7.6527, 32.2137, 7.6527, 3.9189, 95.5426
009, 7.2679, 31.7497, 7.2679, 3.6785, 95.7086
010, 7.6201, 32.2995, 7.6201, 3.9696, 95.4566
011, 6.9287, 31.3141, 6.9287, 3.6045, 95.8510
012, 6.6242, 31.0206, 6.6242, 3.3580, 96.0743
013, 7.2308, 31.7156, 7.2308, 3.7576, 95.6676
014, 6.5586, 30.8317, 6.5586, 3.3540, 96.1071
015, 6.3347, 30.5613, 6.3347, 3.3306, 96.0815
016, 6.1574, 30.4422, 6.1574, 3.0791, 96.3376
017, 6.0979, 30.2869, 6.0979, 3.1643, 96.2598
018, 6.3147, 30.4958, 6.3147, 3.2708, 96.1655
019, 5.7648, 29.8815, 5.7648, 2.8377, 96.5538
020, 5.7410, 29.8274, 5.7410, 2.9716, 96.4360
021, 5.0898, 28.9345, 5.0898, 2.5974, 96.8068
022, 5.2646, 29.2148, 5.2646, 2.6947, 96.6788
023, 5.2742, 29.2230, 5.2742, 2.7221, 96.6726
024, 5.0452, 28.9615, 5.0452, 2.5375, 96.8990
025, 5.1355, 29.0549, 5.1355, 2.6460, 96.7279
026, 5.2893, 29.1063, 5.2893, 2.7231, 96.6962
027, 5.0536, 28.9740, 5.0536, 2.6095, 96.8447
028, 4.6563, 28.4262, 4.6563, 2.3022, 97.1090
029, 4.9096, 28.7270, 4.9096, 2.5193, 96.8898
030, 4.6595, 28.4510, 4.6595, 2.2860, 97.1100
031, 4.2792, 28.0078, 4.2792, 2.2738, 97.2156
032, 3.9275, 27.6057, 3.9275, 1.9746, 97.4768
033, 4.1213, 27.7805, 4.1213, 2.1075, 97.3016
034, 4.0650, 27.7226, 4.0650, 2.0152, 97.3733
035, 3.8897, 27.3951, 3.8897, 1.9331, 97.5085
036, 3.7068, 27.2486, 3.7068, 1.8377, 97.6315
037, 3.6687, 27.2498, 3.6687, 1.8022, 97.6397
038, 3.8840, 27.4577, 3.8840, 1.9513, 97.5055
039, 3.5885, 27.1002, 3.5885, 1.7647, 97.6796
040, 3.5338, 26.9079, 3.5338, 1.7921, 97.6622
041, 3.4016, 26.9249, 3.4016, 1.6755, 97.7800
042, 3.2952, 26.6538, 3.2952, 1.6034, 97.8394
043, 3.4460, 26.9915, 3.4460, 1.6501, 97.7811
044, 3.5680, 27.0888, 3.5680, 1.7323, 97.6786
045, 3.4522, 26.8340, 3.4522, 1.7069, 97.7462
046, 3.3300, 26.8246, 3.3300, 1.6663, 97.7647
047, 3.1040, 26.4494, 3.1040, 1.5304, 97.9327
048, 3.6542, 27.1817, 3.6542, 1.7982, 97.6673
049, 3.3637, 26.8550, 3.3637, 1.6116, 97.7862
050, 3.2378, 26.5656, 3.2378, 1.5751, 97.9255
051, 3.3169, 26.8461, 3.3169, 1.6136, 97.8272
052, 3.2628, 26.7131, 3.2628, 1.5548, 97.8733
053, 3.2805, 26.7244, 3.2805, 1.5639, 97.9060
054, 3.1079, 26.4532, 3.1079, 1.5000, 97.9480
055, 3.2121, 26.6206, 3.2121, 1.5822, 97.8599
056, 3.1841, 26.5045, 3.1841, 1.5558, 97.8753
057, 3.3119, 26.6831, 3.3119, 1.6471, 97.7995
058, 3.3085, 26.8001, 3.3085, 1.6187, 97.8456
059, 3.4461, 26.9466, 3.4461, 1.6927, 97.7585
060, 3.1013, 26.4560, 3.1013, 1.4645, 97.9993
061, 3.2170, 26.5740, 3.2170, 1.5680, 97.8794
062, 3.3163, 26.7430, 3.3163, 1.5771, 97.8773
063, 3.4142, 26.9725, 3.4142, 1.6613, 97.7513
064, 3.3100, 26.7521, 3.3100, 1.6268, 97.8292
065, 3.1092, 26.4454, 3.1092, 1.4615, 97.9952
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
19.7964, 47.4420, 19.7964, 7.5625, 91.6667

******************************************************************
train and test on ID: 49
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.7825, 47.1646, 20.7825, 10.8901, 88.1507
002, 12.9819, 38.8414, 12.9819, 6.6149, 92.7827
003, 11.4614, 37.0507, 11.4614, 6.0121, 93.4252
004, 9.2896, 34.2218, 9.2896, 4.7651, 94.6929
005, 9.3495, 34.4002, 9.3495, 4.9970, 94.4383
006, 8.8484, 33.7845, 8.8484, 4.6300, 94.7733
007, 8.3794, 33.1689, 8.3794, 4.3276, 95.1175
008, 7.8940, 32.5730, 7.8940, 4.1331, 95.2947
009, 7.9916, 32.6907, 7.9916, 4.0575, 95.3690
010, 7.5154, 32.0503, 7.5154, 3.8337, 95.5961
011, 7.5667, 32.1649, 7.5667, 3.8942, 95.5421
012, 6.5891, 30.9015, 6.5891, 3.3407, 96.1083
013, 6.8032, 31.1794, 6.8032, 3.6129, 95.7977
014, 6.5997, 30.8964, 6.5997, 3.4546, 95.9596
015, 6.0812, 30.2298, 6.0812, 3.0827, 96.2824
016, 6.4741, 30.7829, 6.4741, 3.3044, 96.0838
017, 6.2802, 30.4984, 6.2802, 3.3468, 96.0940
018, 6.2346, 30.4629, 6.2346, 3.1028, 96.2966
019, 5.8409, 29.9844, 5.8409, 2.9869, 96.4433
020, 5.8537, 30.0079, 5.8537, 3.0595, 96.3801
021, 5.5030, 29.4625, 5.5030, 2.8054, 96.6164
022, 5.2056, 29.1676, 5.2056, 2.6300, 96.7599
023, 5.1830, 29.1302, 5.1830, 2.6562, 96.7294
024, 5.4879, 29.4711, 5.4879, 2.8296, 96.5787
025, 5.3479, 29.2724, 5.3479, 2.6764, 96.7141
026, 5.0284, 28.9373, 5.0284, 2.5101, 96.8943
027, 5.1539, 29.0645, 5.1539, 2.5595, 96.8903
028, 4.8385, 28.6833, 4.8385, 2.4264, 97.0023
029, 4.7555, 28.5358, 4.7555, 2.3569, 97.0583
030, 4.6097, 28.3423, 4.6097, 2.2692, 97.1458
031, 4.1116, 27.5957, 4.1116, 1.9476, 97.4595
032, 4.0205, 27.7151, 4.0205, 2.0060, 97.4615
033, 3.9169, 27.4534, 3.9169, 1.9829, 97.4238
034, 3.6160, 27.1840, 3.6160, 1.7510, 97.6926
035, 3.6559, 27.1990, 3.6559, 1.7923, 97.7028
036, 3.8875, 27.4700, 3.8875, 1.9788, 97.4503
037, 3.7379, 27.2631, 3.7379, 1.8518, 97.5542
038, 3.4642, 26.9432, 3.4642, 1.7056, 97.7578
039, 3.5307, 26.8737, 3.5307, 1.6966, 97.7568
040, 3.7525, 27.4540, 3.7525, 1.8609, 97.5725
041, 3.5194, 26.8960, 3.5194, 1.7067, 97.7527
042, 3.5267, 27.0571, 3.5267, 1.7369, 97.6845
043, 3.1863, 26.5010, 3.1863, 1.4990, 97.9564
044, 3.2954, 26.7622, 3.2954, 1.6431, 97.7985
045, 3.2547, 26.6348, 3.2547, 1.5645, 97.8383
046, 3.3068, 26.7982, 3.3068, 1.5847, 97.8576
047, 3.3376, 26.7255, 3.3376, 1.6048, 97.7863
048, 3.4270, 26.8517, 3.4270, 1.7067, 97.7527
049, 3.4493, 26.9745, 3.4493, 1.6845, 97.7599
050, 3.0485, 26.2850, 3.0485, 1.4960, 97.9737
051, 3.0120, 26.2184, 3.0120, 1.4395, 98.0205
052, 3.3455, 26.9080, 3.3455, 1.6280, 97.8077
053, 3.3320, 26.8730, 3.3320, 1.5958, 97.8739
054, 3.1313, 26.4760, 3.1313, 1.5071, 97.9268
055, 3.1732, 26.5547, 3.1732, 1.5363, 97.9340
056, 3.2416, 26.6416, 3.2416, 1.6079, 97.8362
057, 3.1113, 26.5383, 3.1113, 1.4919, 97.9319
058, 3.0322, 26.3025, 3.0322, 1.4526, 97.9686
059, 3.5071, 27.1203, 3.5071, 1.7681, 97.6682
060, 3.3995, 26.9088, 3.3995, 1.6744, 97.7670
061, 3.0742, 26.3459, 3.0742, 1.4647, 98.0063
062, 3.0329, 26.3490, 3.0329, 1.4345, 98.0144
063, 3.2898, 26.6668, 3.2898, 1.6069, 97.8159
064, 3.2586, 26.6204, 3.2586, 1.5696, 97.8902
065, 3.3250, 26.7464, 3.3250, 1.6341, 97.8260
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
5.6157, 29.7851, 5.6157, 3.3000, 96.3636

******************************************************************
train and test on ID: 50
******************************************************************
