******************************************************************
records on MORPH2 dataset under S1-S2-S3 protocol
******************************************************************


epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy, valid_total_loss, valid_cross_entropy_loss, valid_kl_loss, valid_argmax_MAE, valid_accuracy
001, 10.2184, 49.9544, 10.2184, 6.1673, 91.8731, 7.2475, 45.6107, 7.2475, 4.5983, 94.4487
002, 7.6995, 46.8967, 7.6995, 4.9325, 94.0275, 6.3351, 42.6551, 6.3351, 4.0113, 95.3752
003, 7.3754, 46.4353, 7.3754, 4.7362, 94.2565, 5.9978, 43.7262, 5.9978, 3.9812, 95.3505
004, 7.1037, 46.0798, 7.1037, 4.5881, 94.4376, 6.8934, 44.4586, 6.8934, 4.5475, 94.8801
005, 6.8966, 45.7644, 6.8966, 4.4551, 94.5776, 11.3008, 51.6917, 11.3008, 6.8579, 91.9848
006, 6.5779, 45.3113, 6.5779, 4.2341, 94.8097, 9.5281, 49.2924, 9.5281, 5.8608, 92.9816
007, 6.7341, 45.5555, 6.7341, 4.3375, 94.6996, 6.6016, 45.1586, 6.6016, 4.4976, 94.8212
008, 6.4921, 45.1963, 6.4921, 4.1842, 94.8854, 5.2147, 43.0589, 5.2147, 3.2869, 95.8893
009, 6.1873, 44.7726, 6.1873, 4.0314, 95.0262, 5.0810, 42.1020, 5.0810, 3.1994, 95.9387
010, 6.1204, 44.6588, 6.1204, 3.9508, 95.1272, 5.5005, 42.9025, 5.5005, 3.3810, 95.6242
011, 6.0374, 44.5392, 6.0374, 3.8814, 95.1925, 4.9518, 42.4534, 4.9518, 3.2107, 96.1411
012, 5.9395, 44.4010, 5.9395, 3.8290, 95.2338, 5.2827, 43.0035, 5.2827, 3.4817, 95.8864
013, 5.8124, 44.2154, 5.8124, 3.7644, 95.3022, 5.2906, 43.0536, 5.2906, 3.2145, 95.9358
014, 5.7944, 44.1724, 5.7944, 3.7359, 95.3365, 5.4290, 43.9784, 5.4290, 3.4610, 95.5652
015, 5.7959, 44.1950, 5.7959, 3.7670, 95.3174, 4.7271, 42.2665, 4.7271, 3.0997, 96.1658
016, 5.5083, 43.7635, 5.5083, 3.5679, 95.4964, 4.6025, 42.2042, 4.6025, 2.9520, 96.1724
017, 5.5387, 43.8272, 5.5387, 3.5850, 95.4786, 5.0169, 42.0105, 5.0169, 3.2869, 96.0166
018, 5.4363, 43.6746, 5.4363, 3.5236, 95.5493, 4.9237, 41.9109, 4.9237, 3.0781, 96.0869
019, 5.4309, 43.6562, 5.4309, 3.5112, 95.5674, 4.6956, 42.2691, 4.6956, 2.9624, 96.2485
020, 5.3576, 43.5665, 5.3576, 3.4920, 95.5879, 5.2005, 43.2444, 5.2005, 3.2766, 95.8399
021, 5.3556, 43.5664, 5.3556, 3.4703, 95.6060, 5.4151, 43.1060, 5.4151, 3.3340, 95.8361
022, 5.3326, 43.5258, 5.3326, 3.4601, 95.6172, 4.7890, 42.1332, 4.7890, 3.0348, 96.2912
023, 5.1882, 43.3095, 5.1882, 3.3619, 95.7089, 4.9429, 42.4929, 4.9429, 3.0517, 96.0100
024, 5.1848, 43.3080, 5.1848, 3.3703, 95.6998, 6.2934, 44.3775, 6.2934, 4.1298, 95.3163
025, 5.2137, 43.3659, 5.2137, 3.3866, 95.6854, 4.6206, 41.9462, 4.6206, 2.9708, 96.3520
026, 5.1678, 43.2910, 5.1678, 3.3529, 95.7521, 4.7753, 42.6137, 4.7753, 3.0781, 95.9710
027, 4.9072, 42.9240, 4.9072, 3.1758, 95.8728, 4.7292, 42.0557, 4.7292, 2.9172, 96.3007
028, 5.0367, 43.1000, 5.0367, 3.2750, 95.8118, 4.9788, 42.8048, 4.9788, 3.2446, 96.0470
029, 5.0099, 43.0757, 5.0099, 3.2634, 95.8086, 5.9229, 43.4493, 5.9229, 3.7469, 95.5548
030, 4.9778, 43.0110, 4.9778, 3.2406, 95.8394, 4.8773, 42.4544, 4.8773, 3.1364, 96.1430
031, 4.6098, 42.5000, 4.6098, 3.0068, 96.1165, 4.3550, 42.0964, 4.3550, 2.7723, 96.2513
032, 4.4468, 42.2567, 4.4468, 2.9002, 96.1826, 4.4771, 42.0773, 4.4771, 2.7789, 96.1591
033, 4.3622, 42.1377, 4.3622, 2.8387, 96.2335, 4.3499, 42.3652, 4.3499, 2.8137, 96.0974
034, 4.3766, 42.1622, 4.3766, 2.8542, 96.2207, 4.2738, 41.8850, 4.2738, 2.7629, 96.3188
035, 4.3717, 42.1473, 4.3717, 2.8729, 96.2056, 4.2741, 42.2434, 4.2741, 2.7620, 96.1610
036, 4.2415, 41.9750, 4.2415, 2.7767, 96.2941, 4.2999, 41.8534, 4.2999, 2.7629, 96.2371
037, 4.2705, 41.9993, 4.2705, 2.8009, 96.2650, 4.2316, 42.1389, 4.2316, 2.7582, 96.2988
038, 4.2391, 41.9591, 4.2391, 2.7686, 96.3088, 4.2216, 41.6467, 4.2216, 2.7441, 96.3397
039, 4.1616, 41.8413, 4.1616, 2.7259, 96.3264, 4.2910, 41.8876, 4.2910, 2.7554, 96.3007
040, 4.1986, 41.9084, 4.1986, 2.7467, 96.3071, 4.3200, 42.1482, 4.3200, 2.7893, 96.2485
041, 4.2230, 41.9373, 4.2230, 2.7713, 96.2903, 4.3198, 41.9892, 4.3198, 2.7469, 96.2295
042, 4.2401, 41.9612, 4.2401, 2.7552, 96.2958, 4.2627, 42.2713, 4.2627, 2.7338, 96.2722
043, 4.1150, 41.7751, 4.1150, 2.6876, 96.3777, 4.2396, 42.1854, 4.2396, 2.7404, 96.2143
044, 4.1428, 41.8151, 4.1428, 2.7063, 96.3548, 4.1981, 41.8961, 4.1981, 2.7197, 96.3292
045, 4.1360, 41.8128, 4.1360, 2.7043, 96.3641, 4.3955, 42.0220, 4.3955, 2.7723, 96.2504
046, 4.1315, 41.7959, 4.1315, 2.6852, 96.3804, 4.2370, 41.9972, 4.2370, 2.7272, 96.3150
047, 4.0841, 41.7349, 4.0841, 2.6713, 96.3711, 4.4884, 42.3670, 4.4884, 2.8316, 96.1819
048, 4.1607, 41.8506, 4.1607, 2.7386, 96.3270, 4.2957, 42.3238, 4.2957, 2.7507, 96.1544
049, 4.0803, 41.7162, 4.0803, 2.6677, 96.3829, 4.4066, 42.2932, 4.4066, 2.7441, 96.1572
050, 4.1029, 41.7599, 4.1029, 2.6711, 96.3883, 4.3055, 42.2007, 4.3055, 2.7413, 96.2266
051, 4.0707, 41.7214, 4.0707, 2.6344, 96.4320, 4.3134, 42.1060, 4.3134, 2.7422, 96.2171
052, 4.0055, 41.5825, 4.0055, 2.6095, 96.4626, 4.3050, 42.0276, 4.3050, 2.7535, 96.2504
053, 4.0221, 41.6651, 4.0221, 2.6288, 96.4384, 4.2982, 42.5274, 4.2982, 2.7620, 96.1221
054, 4.0223, 41.6370, 4.0223, 2.6146, 96.4488, 4.4637, 42.0452, 4.4637, 2.8128, 96.1363
055, 4.0484, 41.6807, 4.0484, 2.6559, 96.4144, 4.3558, 42.1984, 4.3558, 2.8053, 96.1601
056, 3.9965, 41.5922, 3.9965, 2.6241, 96.4402, 4.3088, 42.0862, 4.3088, 2.7516, 96.2694
057, 4.0559, 41.6954, 4.0559, 2.6545, 96.3997, 4.3589, 42.1605, 4.3589, 2.7658, 96.1810
058, 4.0047, 41.6052, 4.0047, 2.6219, 96.4427, 4.3549, 42.5012, 4.3549, 2.7366, 96.0993
059, 4.0497, 41.6849, 4.0497, 2.6385, 96.4111, 4.2748, 42.3534, 4.2748, 2.7056, 96.2361
060, 4.0520, 41.6919, 4.0520, 2.6290, 96.4252, 4.4381, 42.0988, 4.4381, 2.7131, 96.1629
061, 4.0599, 41.6572, 4.0599, 2.6338, 96.4346, 4.2864, 42.4729, 4.2864, 2.7121, 96.1506
062, 4.0029, 41.6041, 4.0029, 2.6131, 96.4614, 4.3336, 42.1870, 4.3336, 2.7648, 96.1962
063, 4.0312, 41.6270, 4.0312, 2.6201, 96.4399, 4.3626, 41.9763, 4.3626, 2.7262, 96.2076
064, 4.0032, 41.6031, 4.0032, 2.6011, 96.4741, 4.2981, 42.2464, 4.2981, 2.7103, 96.2038
065, 4.0021, 41.6117, 4.0021, 2.6009, 96.4738, 4.3677, 42.3764, 4.3677, 2.7037, 96.1553
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
4.6091, 42.6834, 4.6091, 2.8478, 96.0203
