******************************************************************
records on MORPH2 dataset under S1-S2-S3 protocol
******************************************************************


epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy, valid_total_loss, valid_cross_entropy_loss, valid_kl_loss, valid_argmax_MAE, valid_accuracy
001, 10.0650, 49.7456, 10.0650, 5.9892, 92.0235, 6.5965, 44.7358, 6.5965, 4.0724, 94.9495
002, 7.7491, 46.9562, 7.7491, 4.9723, 93.9692, 9.0751, 47.6329, 9.0751, 5.4788, 93.3388
003, 7.2584, 46.2703, 7.2584, 4.6679, 94.3010, 7.2202, 44.5303, 7.2202, 4.7846, 94.7518
004, 6.9410, 45.8272, 6.9410, 4.4739, 94.5391, 8.1403, 45.8755, 8.1403, 5.2098, 94.2805
005, 6.7007, 45.4851, 6.7007, 4.3497, 94.6826, 5.8947, 43.4482, 5.8947, 3.9069, 95.5158
006, 6.5145, 45.2192, 6.5145, 4.2173, 94.8120, 5.7875, 43.6273, 5.7875, 3.7488, 95.4237
007, 6.3938, 45.0429, 6.3938, 4.1375, 94.9157, 5.5920, 43.0858, 5.5920, 3.6886, 95.5643
008, 6.2804, 44.8955, 6.2804, 4.0328, 95.0149, 5.3280, 42.6675, 5.3280, 3.3641, 95.8351
009, 6.1569, 44.7163, 6.1569, 3.9747, 95.0588, 5.3333, 43.0914, 5.3333, 3.3970, 95.9007
010, 6.0449, 44.5506, 6.0449, 3.8968, 95.1771, 4.9236, 42.4995, 4.9236, 3.1364, 96.0147
011, 5.9014, 44.3623, 5.9014, 3.8142, 95.2524, 6.0536, 44.4390, 6.0536, 4.0574, 95.3305
012, 5.8629, 44.2855, 5.8629, 3.8056, 95.2582, 4.9608, 42.8168, 4.9608, 3.1035, 96.0822
013, 5.7439, 44.1108, 5.7439, 3.6760, 95.3785, 4.9762, 42.6156, 4.9762, 3.1449, 96.0708
014, 5.6378, 43.9611, 5.6378, 3.6293, 95.4403, 5.4876, 42.9895, 5.4876, 3.5814, 95.8028
015, 5.6149, 43.9339, 5.6149, 3.6565, 95.4073, 5.5350, 42.8840, 5.5350, 3.3452, 95.7287
016, 5.4627, 43.7077, 5.4627, 3.5378, 95.5333, 5.7340, 43.5981, 5.7340, 3.5334, 95.4408
017, 5.4255, 43.6526, 5.4255, 3.4969, 95.5658, 4.9046, 42.7796, 4.9046, 3.1392, 95.9634
018, 5.4022, 43.6241, 5.4022, 3.4976, 95.5759, 5.2280, 43.3923, 5.2280, 3.2559, 95.8636
019, 5.3123, 43.4953, 5.3123, 3.4305, 95.6432, 6.1051, 43.4748, 6.1051, 3.6030, 95.5548
020, 5.4763, 43.7271, 5.4763, 3.5518, 95.5317, 5.7109, 43.3043, 5.7109, 3.5795, 95.7762
021, 5.2633, 43.4229, 5.2633, 3.3987, 95.6583, 5.3534, 42.6159, 5.3534, 3.4309, 95.8646
