******************************************************************
records on AgeDB dataset under 80%-20% protocol
******************************************************************


epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy, valid_total_loss, valid_cross_entropy_loss, valid_kl_loss, valid_argmax_MAE, valid_accuracy
001, 19.9512, 47.7747, 19.9512, 10.6644, 88.5469, 19.2953, 46.7913, 19.2953, 10.6414, 89.0872
002, 17.1623, 44.6093, 17.1623, 9.3870, 90.1039, 16.6150, 43.2481, 16.6150, 9.1668, 90.4769
003, 16.2319, 43.4418, 16.2319, 8.8770, 90.6193, 14.6231, 40.2805, 14.6231, 7.9181, 91.5709
004, 15.9809, 43.1414, 15.9809, 8.7004, 90.7898, 14.1004, 40.2128, 14.1004, 7.5087, 91.8923
005, 15.4270, 42.4469, 15.4270, 8.4324, 91.0586, 14.1181, 40.6065, 14.1181, 7.6505, 91.7885
006, 15.1793, 42.1409, 15.1793, 8.2445, 91.2518, 14.2063, 40.5475, 14.2063, 7.8666, 91.7498
007, 14.9390, 41.8381, 14.9390, 8.1023, 91.3898, 14.2359, 41.0697, 14.2359, 7.8681, 91.7483
008, 14.6891, 41.5402, 14.6891, 7.9823, 91.5072, 14.9728, 41.2799, 14.9728, 8.3472, 91.3662
009, 14.3734, 41.1299, 14.3734, 7.8170, 91.6790, 13.3274, 40.0350, 13.3274, 7.1031, 92.3230
010, 14.2795, 41.0267, 14.2795, 7.7576, 91.7329, 12.9087, 38.7719, 12.9087, 7.0523, 92.4632
011, 14.0144, 40.6949, 14.0144, 7.6334, 91.8592, 12.9680, 38.6573, 12.9680, 7.2608, 92.3086
012, 14.1460, 40.8507, 14.1460, 7.7070, 91.7879, 14.5039, 41.3674, 14.5039, 8.0212, 91.6740
013, 13.7837, 40.3957, 13.7837, 7.4692, 92.0273, 13.6920, 40.2564, 13.6920, 7.7142, 91.8582
014, 13.6618, 40.2493, 13.6618, 7.4570, 92.0401, 12.8881, 38.3659, 12.8881, 7.0622, 92.5155
015, 13.5768, 40.1474, 13.5768, 7.3933, 92.0997, 14.2643, 41.0668, 14.2643, 7.7688, 91.5792
016, 13.5853, 40.1469, 13.5853, 7.3735, 92.1210, 12.8199, 38.5444, 12.8199, 6.8506, 92.6619
017, 13.2741, 39.7592, 13.2741, 7.2046, 92.2907, 12.7809, 38.9441, 12.7809, 7.0190, 92.5709
018, 13.1917, 39.6637, 13.1917, 7.1803, 92.3155, 11.8847, 38.3252, 11.8847, 6.4041, 93.1168
019, 13.1656, 39.6247, 13.1656, 7.1936, 92.3026, 14.1057, 40.7207, 14.1057, 7.7794, 91.9121
020, 12.9017, 39.2940, 12.9017, 7.0525, 92.4415, 12.5455, 39.1701, 12.5455, 6.7248, 92.6990
021, 12.8331, 39.2160, 12.8331, 6.9588, 92.5382, 12.2790, 38.4598, 12.2790, 6.6277, 92.9060
022, 12.6843, 39.0190, 12.6843, 6.8832, 92.6091, 12.1223, 38.1508, 12.1223, 6.5353, 92.9629
023, 12.7108, 39.0664, 12.7108, 6.8930, 92.6023, 12.2067, 38.3947, 12.2067, 6.6869, 92.8726
024, 12.5299, 38.8257, 12.5299, 6.7986, 92.6945, 12.3794, 38.5158, 12.3794, 6.6323, 92.8052
025, 12.5728, 38.8867, 12.5728, 6.8550, 92.6407, 12.5703, 39.2317, 12.5703, 6.7582, 92.6308
026, 12.5347, 38.8504, 12.5347, 6.7941, 92.7011, 11.9984, 38.1897, 11.9984, 6.4428, 93.0318
027, 12.3602, 38.6230, 12.3602, 6.7358, 92.7600, 12.5952, 39.2450, 12.5952, 6.9075, 92.6876
028, 12.1734, 38.3922, 12.1734, 6.6249, 92.8742, 12.2268, 38.1676, 12.2268, 6.4579, 92.9348
029, 12.2172, 38.4423, 12.2172, 6.6103, 92.8842, 12.1682, 37.9821, 12.1682, 6.4556, 93.0675
030, 12.0092, 38.1640, 12.0092, 6.5457, 92.9469, 12.0349, 38.2852, 12.0349, 6.4564, 93.0569
031, 11.2523, 37.1769, 11.2523, 6.0311, 93.4626, 11.5043, 37.3535, 11.5043, 6.1304, 93.3867
032, 11.0008, 36.8918, 11.0008, 5.9520, 93.5451, 11.3393, 37.3770, 11.3393, 6.0629, 93.4541
033, 10.8482, 36.7304, 10.8482, 5.8747, 93.6178, 11.3176, 37.0782, 11.3176, 5.9901, 93.5193
034, 10.6742, 36.4740, 10.6742, 5.7668, 93.7241, 11.3161, 37.1144, 11.3161, 5.9666, 93.5254
035, 10.6268, 36.4538, 10.6268, 5.7116, 93.7827, 11.3910, 37.1619, 11.3910, 5.9659, 93.5064
036, 10.6026, 36.4135, 10.6026, 5.7289, 93.7645, 11.2788, 37.3454, 11.2788, 5.9265, 93.5792
037, 10.4731, 36.2436, 10.4731, 5.6369, 93.8546, 11.3376, 37.2516, 11.3376, 5.9682, 93.5375
038, 10.4866, 36.2579, 10.4866, 5.6637, 93.8321, 11.3002, 37.1760, 11.3002, 5.9431, 93.5277
039, 10.2262, 35.9083, 10.2262, 5.4869, 94.0022, 11.4542, 37.5683, 11.4542, 5.9568, 93.5474
