******************************************************************
records on MORPH2 dataset under S1-S2-S3 protocol
******************************************************************


epoch, train_total_loss, train_argmax_MAE, train_accuracy, valid_total_loss, valid_argmax_MAE, valid_accuracy
049, 12.1336, 5.2722, 94.7784, 14.1307, 5.8772, 94.1818
050, 12.1571, 5.2827, 94.7704, 14.3247, 5.8825, 94.1765
051, 12.0654, 5.2461, 94.8055, 14.0219, 5.8256, 94.2313
052, 11.8690, 5.1562, 94.8936, 14.1898, 5.8506, 94.2058
053, 11.7753, 5.1197, 94.9309, 14.0676, 5.7998, 94.2561
054, 11.6017, 5.0492, 95.0008, 14.0989, 5.8347, 94.2230
055, 11.7464, 5.1287, 94.9225, 14.1869, 5.8143, 94.2433
056, 11.8333, 5.1516, 94.8993, 14.0761, 5.8014, 94.2568
057, 11.7383, 5.1063, 94.9442, 14.1703, 5.8241, 94.2336
058, 11.8021, 5.1587, 94.8919, 14.2178, 5.8340, 94.2238
059, 11.6917, 5.0975, 94.9521, 14.1576, 5.8036, 94.2531
060, 11.6953, 5.1108, 94.9416, 14.1109, 5.8196, 94.2388
061, 11.6545, 5.0814, 94.9691, 14.0754, 5.8127, 94.2456
062, 11.7355, 5.0929, 94.9567, 14.1158, 5.8120, 94.2456
063, 11.4479, 4.9711, 95.0781, 14.1183, 5.7832, 94.2748
064, 11.7809, 5.1378, 94.9122, 14.2155, 5.8332, 94.2238
065, 11.6746, 5.0777, 94.9719, 14.0945, 5.8082, 94.2493
test_total_loss, test_argmax_MAE, test_accuracy:
14.2336, 5.8784, 94.1795
CS_1, CS_2, CS_3, CS_4, CS_5, CS_6, CS_7, CS_8, CS_9, CS_10:
0.177, 0.284, 0.393, 0.491, 0.565, 0.642, 0.702, 0.759, 0.806, 0.849

test_total_loss, test_argmax_MAE, test_accuracy:
14.2336, 5.8784, 94.1795
CS_1, CS_2, CS_3, CS_4, CS_5, CS_6, CS_7, CS_8, CS_9, CS_10:
0.177, 0.284, 0.393, 0.491, 0.565, 0.642, 0.702, 0.759, 0.806, 0.849

