******************************************************************
records on AgeDB dataset under 80%-20% protocol
******************************************************************


epoch, train_loss, train_argmax_MAE, train_exp_MAE, valid_loss, valid_argmax_MAE, valid_exp_MAE
001, 4.2530, 13.1967, 11.9386, 4.0663, 10.9037, 10.1326
002, 4.0124, 10.8964, 10.0136, 4.1463, 12.8529, 10.5478
003, 3.9289, 10.0566, 9.3873, 3.8182, 8.6088, 8.1725
004, 3.8727, 9.6299, 8.9749, 3.7541, 8.3920, 7.7790
005, 3.8310, 9.4060, 8.7478, 3.7522, 8.3108, 7.7001
006, 3.7973, 9.1215, 8.5045, 3.7281, 8.6876, 7.5270
007, 3.7727, 8.8866, 8.4174, 3.7152, 7.9727, 7.3851
008, 3.7429, 8.8154, 8.2414, 3.6901, 7.7324, 7.1569
009, 3.7236, 8.6715, 8.1003, 3.6577, 7.6831, 7.1724
010, 3.7038, 8.6132, 8.0485, 3.7051, 7.9757, 7.2862
011, 3.6806, 8.4733, 7.9107, 3.6661, 7.8544, 7.0030
012, 3.6749, 8.3912, 7.8940, 3.7357, 8.3222, 7.6854
013, 3.6598, 8.3576, 7.7877, 3.7285, 8.0538, 7.5437
014, 3.6451, 8.2834, 7.7156, 3.6194, 7.4807, 7.0132
015, 3.6321, 8.1780, 7.6943, 3.6891, 7.7839, 7.1387
016, 3.6213, 8.1606, 7.6305, 3.6216, 7.3942, 6.9351
017, 3.6055, 8.1129, 7.5121, 3.6270, 7.5929, 7.0233
018, 3.5967, 8.0000, 7.4839, 3.6242, 7.0895, 6.7196
019, 3.5872, 7.9878, 7.4798, 3.6334, 7.3988, 6.8543
020, 3.5765, 7.9704, 7.4359, 3.6207, 7.0819, 6.7612
021, 3.5742, 7.9165, 7.4102, 3.5907, 7.0288, 6.6538
022, 3.5468, 7.8479, 7.3335, 3.6507, 7.4966, 6.7441
023, 3.5413, 7.8278, 7.3216, 3.7517, 7.8370, 7.2484
024, 3.5323, 7.8269, 7.2741, 3.6383, 7.3586, 6.7023
025, 3.5363, 7.8634, 7.2842, 3.6411, 7.5610, 6.8324
026, 3.5095, 7.7813, 7.2535, 3.6445, 7.3541, 6.7209
027, 3.5016, 7.7129, 7.1543, 3.6707, 7.7817, 6.9869
028, 3.4959, 7.7293, 7.1774, 3.7542, 7.9530, 7.1736
029, 3.4778, 7.6151, 7.0725, 3.6964, 7.2108, 6.6927
030, 3.4800, 7.7429, 7.1928, 3.6451, 7.1524, 6.5542
031, 3.2665, 6.8159, 6.4239, 3.7089, 6.7172, 6.1752
032, 3.1896, 6.5715, 6.2136, 3.6898, 6.7233, 6.1025
033, 3.1236, 6.4226, 6.0494, 3.8067, 6.7612, 6.1679
034, 3.0966, 6.3953, 6.0183, 3.7854, 6.7400, 6.1212
035, 3.0686, 6.2989, 5.9540, 3.8062, 6.6384, 6.1017
036, 3.0637, 6.3455, 5.9938, 3.7994, 6.6588, 6.0405
037, 3.0091, 6.0874, 5.8135, 3.8071, 6.7453, 6.0762
038, 2.9824, 6.0463, 5.7706, 3.8270, 6.7763, 6.1327
039, 2.9583, 5.9004, 5.6749, 3.8453, 6.6626, 5.9775
040, 2.9515, 5.9335, 5.7309, 3.8471, 6.7225, 6.0268
041, 2.9111, 5.8759, 5.6494, 3.8810, 6.8650, 6.0651
042, 2.8763, 5.7750, 5.5992, 3.8559, 6.6240, 6.0220
043, 2.8544, 5.6979, 5.5514, 3.9019, 6.6884, 6.0025
044, 2.8414, 5.7199, 5.5369, 3.9781, 6.9151, 6.2401
045, 2.8026, 5.6101, 5.4988, 3.9374, 6.8946, 6.1130
046, 2.7746, 5.5639, 5.4611, 3.9640, 7.0538, 6.1960
047, 2.7610, 5.5256, 5.4466, 3.9843, 6.8393, 6.1222
048, 2.7311, 5.5657, 5.4440, 3.9713, 7.0622, 6.1448
