******************************************************************
records on AgeDB dataset under 80%-20% protocol
******************************************************************


epoch, train_loss, train_argmax_MAE, train_exp_MAE, valid_loss, valid_argmax_MAE, valid_exp_MAE
030, 3.5035, 7.6354, 7.1230, 3.6423, 7.4943, 6.9353
031, 3.3276, 6.7662, 6.4550, 3.6490, 6.6262, 6.1660
032, 3.2574, 6.6299, 6.2636, 3.6868, 6.8309, 6.1715
033, 3.2169, 6.5744, 6.2022, 3.7052, 6.6543, 6.1479
034, 3.1749, 6.3939, 6.0237, 3.7590, 6.6831, 6.0529
035, 3.1506, 6.3902, 5.9532, 3.8292, 6.8302, 6.2137
036, 3.1291, 6.3336, 5.9552, 3.7735, 6.6929, 6.0487
037, 3.0966, 6.1971, 5.8856, 3.7621, 6.7597, 6.0904
038, 3.0776, 6.1838, 5.8254, 3.7667, 6.7278, 6.1201
039, 3.0446, 6.0116, 5.7464, 3.8025, 6.7020, 6.0893
040, 3.0489, 6.1568, 5.8409, 3.7918, 6.5701, 6.0605
041, 3.0210, 6.0060, 5.7504, 3.8083, 6.6808, 6.0682
042, 2.9884, 5.9411, 5.6660, 3.7857, 6.6027, 6.0000
043, 2.9620, 5.8249, 5.5896, 3.8765, 6.5777, 6.1280
044, 2.9398, 5.8614, 5.6389, 3.8918, 6.6133, 6.1127
045, 2.9382, 5.8740, 5.6803, 3.9005, 6.7058, 6.1299
046, 2.9117, 5.8087, 5.6059, 3.8999, 6.7278, 6.1529
047, 2.8624, 5.5487, 5.4644, 3.8787, 6.7339, 6.0451
048, 2.8584, 5.7603, 5.5519, 3.8606, 6.7271, 6.0782
049, 2.8215, 5.5805, 5.4215, 3.9779, 6.8825, 6.2156
050, 2.8095, 5.5802, 5.4297, 4.0468, 6.7142, 6.1066
051, 2.6992, 5.2510, 5.2581, 3.9382, 6.6353, 6.0053
052, 2.6718, 5.1194, 5.1367, 3.9737, 6.6778, 6.0301
053, 2.6594, 5.0813, 5.0947, 3.9521, 6.6801, 6.0560
054, 2.6452, 5.0651, 5.1009, 3.9544, 6.5898, 6.0179
055, 2.6315, 5.0246, 5.1097, 3.9851, 6.6020, 6.0577
056, 2.6372, 5.1552, 5.1924, 3.9581, 6.6801, 6.0302
057, 2.6122, 5.0775, 5.0844, 3.9547, 6.5481, 6.0190
058, 2.6129, 5.0286, 5.0822, 3.9926, 6.6133, 6.0464
059, 2.5886, 4.9858, 5.0286, 3.9990, 6.6111, 6.0603
060, 2.5855, 4.8913, 5.0024, 3.9827, 6.6232, 6.0439
061, 2.5770, 4.9172, 5.0289, 3.9532, 6.6861, 6.0241
062, 2.5670, 4.9611, 5.0109, 3.9841, 6.6998, 6.0266
063, 2.5667, 4.8358, 4.9298, 3.9881, 6.6710, 6.0277
064, 2.5841, 4.9419, 5.0241, 3.9701, 6.6603, 6.0328
065, 2.5640, 4.9202, 4.9963, 3.9698, 6.6240, 6.0446
test_loss, test_argmax_MAE:
3.9523, 6.5596
CS_1, CS_2, CS_3, CS_4, CS_5, CS_6, CS_7, CS_8, CS_9, CS_10:
0.159, 0.261, 0.360, 0.443, 0.526, 0.599, 0.660, 0.722, 0.771, 0.810

test_loss, test_exp_MAE:
3.7699, 5.9769
CS_1, CS_2, CS_3, CS_4, CS_5, CS_6, CS_7, CS_8, CS_9, CS_10:
0.113, 0.227, 0.336, 0.433, 0.518, 0.590, 0.666, 0.730, 0.782, 0.829

