******************************************************************
records on AgeDB dataset under 80%-20% protocol
******************************************************************


epoch, train_loss, train_argmax_MAE, train_exp_MAE, valid_loss, valid_argmax_MAE, valid_exp_MAE
001, 4.2832, 13.5812, 12.2276, 4.0791, 11.4488, 10.4783
002, 4.0466, 11.4312, 10.4359, 4.0985, 10.8006, 10.3801
003, 3.9624, 10.4045, 9.6165, 3.8348, 8.9196, 8.4222
004, 3.9013, 9.9742, 9.2245, 3.8009, 8.8287, 8.3484
005, 3.8561, 9.5525, 8.9344, 3.8226, 8.9833, 8.5844
006, 3.8166, 9.2858, 8.6454, 3.8739, 9.3328, 8.7127
007, 3.7860, 9.0943, 8.4787, 3.8470, 8.8052, 8.1838
008, 3.7577, 8.9025, 8.3514, 3.7384, 8.4033, 7.5526
009, 3.7374, 8.7897, 8.2185, 3.6797, 7.9477, 7.3070
010, 3.7130, 8.6272, 8.0978, 3.6921, 7.6588, 7.1181
011, 3.6950, 8.5585, 7.9772, 3.6859, 7.4382, 7.0772
012, 3.6922, 8.5305, 7.9967, 3.9541, 9.5299, 8.7336
013, 3.6750, 8.4008, 7.8881, 3.6673, 7.8378, 7.2792
014, 3.6568, 8.3796, 7.8095, 3.6485, 7.5201, 7.1382
015, 3.6469, 8.3122, 7.7662, 3.7255, 7.6937, 7.3826
016, 3.6308, 8.1633, 7.6806, 3.7066, 8.1403, 7.4595
017, 3.6233, 8.1338, 7.6389, 3.6055, 7.6914, 6.9575
018, 3.6070, 8.0409, 7.5425, 3.7535, 8.2047, 7.6875
019, 3.6005, 8.0474, 7.5494, 3.7577, 8.7187, 7.6207
020, 3.5881, 8.0494, 7.4744, 3.6617, 7.5868, 7.1875
021, 3.5764, 7.9439, 7.4028, 3.6711, 8.0622, 7.2164
022, 3.5600, 7.8876, 7.3725, 3.6362, 7.3306, 6.8131
023, 3.5566, 7.9007, 7.3400, 3.6718, 7.2957, 6.9346
024, 3.5344, 7.8621, 7.2689, 3.6682, 7.4882, 6.8836
025, 3.5434, 7.8688, 7.3608, 3.7628, 8.0326, 7.4053
026, 3.5322, 7.8329, 7.3061, 3.7063, 7.7074, 7.0912
027, 3.5184, 7.8080, 7.2400, 3.7129, 7.8453, 7.0408
028, 3.5016, 7.7845, 7.1586, 3.6351, 7.1456, 6.7226
029, 3.4929, 7.6989, 7.1192, 3.7747, 7.5027, 7.2613
030, 3.4765, 7.6011, 7.0821, 3.6483, 7.2108, 6.6404
031, 3.2894, 6.7967, 6.4255, 3.6787, 6.6922, 6.1526
032, 3.2086, 6.6187, 6.2249, 3.7422, 6.7763, 6.1468
033, 3.1641, 6.5037, 6.1628, 3.7953, 6.7741, 6.0994
034, 3.1255, 6.4236, 6.0308, 3.8223, 6.7748, 6.1586
035, 3.0981, 6.3341, 5.9555, 3.8266, 6.6505, 6.1379
036, 3.0759, 6.2905, 5.9593, 3.8186, 6.8006, 6.1723
037, 3.0230, 6.1407, 5.8172, 3.8413, 6.8552, 6.1212
038, 3.0218, 6.1317, 5.8597, 3.7925, 6.7369, 6.1362
039, 2.9838, 5.9771, 5.6951, 3.8777, 6.9431, 6.1749
040, 2.9895, 6.1375, 5.8219, 3.8589, 6.7036, 6.1242
041, 2.9502, 5.9562, 5.7103, 3.8909, 6.6027, 6.0882
042, 2.9069, 5.8635, 5.6271, 3.8883, 6.7172, 6.0970
043, 2.8871, 5.8358, 5.6162, 3.9321, 6.7187, 6.1452
044, 2.8665, 5.7464, 5.5948, 3.9747, 6.7642, 6.1912
045, 2.8456, 5.7567, 5.5684, 3.9660, 6.7301, 6.2520
046, 2.8221, 5.6366, 5.4993, 3.9263, 6.9507, 6.1710
047, 2.7925, 5.5908, 5.4797, 3.9413, 6.6414, 6.0979
048, 2.7805, 5.5774, 5.4920, 3.9637, 6.8370, 6.2821
049, 2.7426, 5.5395, 5.4334, 4.0470, 6.8241, 6.1165
