******************************************************************
records on MORPH2 dataset under S1-S2-S3 protocol
******************************************************************


epoch, train_total_loss, train_argmax_MAE, train_accuracy, valid_total_loss, valid_argmax_MAE, valid_accuracy
001, 24.5199, 10.8029, 89.1649, 23.1639, 9.9265, 90.1358
002, 21.4732, 9.5343, 90.5449, 22.9257, 10.0576, 89.9789
003, 20.3117, 9.0227, 91.0593, 17.9598, 7.9507, 92.1242
004, 19.6251, 8.6378, 91.4425, 16.8423, 7.3404, 92.7203
005, 19.2056, 8.5245, 91.5571, 16.5691, 7.2108, 92.8336
006, 18.8150, 8.3292, 91.7483, 16.9244, 7.4602, 92.6009
007, 18.4547, 8.1454, 91.9314, 16.5936, 7.2782, 92.7946
008, 18.2284, 8.0624, 92.0154, 18.9340, 8.3768, 91.7031
009, 17.8851, 7.8961, 92.1805, 16.5297, 7.1933, 92.8839
010, 17.7721, 7.8519, 92.2228, 16.1464, 7.0311, 93.0385
011, 17.4457, 7.7259, 92.3482, 16.2027, 7.3813, 92.6865
012, 17.4232, 7.6637, 92.4120, 17.3113, 7.4716, 92.5934
013, 17.1752, 7.5776, 92.4968, 15.1693, 6.7597, 93.3095
014, 16.9026, 7.4531, 92.6187, 15.8947, 7.0394, 93.0310
015, 16.7795, 7.3950, 92.6728, 15.7621, 6.9515, 93.1121
016, 16.5732, 7.3049, 92.7677, 15.4262, 6.6945, 93.3666
017, 16.4231, 7.2071, 92.8602, 15.5065, 6.7309, 93.3320
018, 16.4160, 7.2275, 92.8436, 16.1899, 7.1372, 92.9274
019, 16.2471, 7.1556, 92.9136, 16.8992, 7.3381, 92.7188
020, 16.2071, 7.1271, 92.9416, 14.9389, 6.5747, 93.4897
021, 15.8803, 6.9947, 93.0709, 14.5286, 6.4177, 93.6503
022, 15.7152, 6.9102, 93.1566, 15.2096, 6.6929, 93.3733
023, 15.6633, 6.8882, 93.1797, 14.5262, 6.3958, 93.6631
024, 15.4173, 6.7438, 93.3213, 14.4035, 6.4261, 93.6368
025, 15.4615, 6.8199, 93.2459, 14.4714, 6.3965, 93.6721
026, 15.3997, 6.7992, 93.2660, 15.3060, 6.5724, 93.4889
027, 15.2435, 6.7027, 93.3614, 15.5135, 6.9469, 93.1219
028, 15.0153, 6.5744, 93.4889, 15.7090, 6.7218, 93.3470
029, 15.0090, 6.5683, 93.4959, 14.3285, 6.1668, 93.8928
030, 14.8685, 6.5630, 93.5018, 14.1301, 6.1585, 93.9070
031, 13.5448, 5.9106, 94.1473, 13.7613, 5.9500, 94.1089
032, 13.3366, 5.8172, 94.2397, 13.5705, 5.9219, 94.1375
033, 13.0954, 5.7395, 94.3178, 13.6324, 5.9151, 94.1435
034, 12.9587, 5.6605, 94.3961, 13.5768, 5.8575, 94.1990
035, 12.8532, 5.5895, 94.4666, 13.7637, 5.9158, 94.1442
036, 12.8067, 5.5983, 94.4563, 13.6483, 5.8673, 94.1908
037, 12.7121, 5.5555, 94.4992, 13.5865, 5.8848, 94.1735
038, 12.5868, 5.4866, 94.5679, 13.6654, 5.8560, 94.2013
039, 12.3785, 5.3981, 94.6558, 13.7543, 5.8719, 94.1855
040, 12.6149, 5.4881, 94.5655, 13.7244, 5.8817, 94.1765
041, 12.3142, 5.3531, 94.6987, 13.6572, 5.8719, 94.1863
042, 12.2693, 5.3715, 94.6818, 13.6550, 5.8582, 94.1998
043, 12.1073, 5.2983, 94.7533, 13.8659, 5.8575, 94.2005
044, 12.2465, 5.3470, 94.7057, 13.8270, 5.8666, 94.1915
045, 12.1561, 5.3122, 94.7398, 13.7809, 5.8393, 94.2148
046, 11.9828, 5.2381, 94.8149, 13.9349, 5.9212, 94.1345
047, 12.1183, 5.2871, 94.7657, 13.8817, 5.8499, 94.2065
048, 12.0390, 5.2529, 94.7982, 13.9373, 5.8537, 94.2050
049, 11.9698, 5.2026, 94.8478, 14.1461, 5.9212, 94.1375
050, 12.0540, 5.2719, 94.7805, 14.0631, 5.9037, 94.1547
051, 11.8934, 5.1949, 94.8578, 13.8575, 5.8234, 94.2343
052, 11.6726, 5.0746, 94.9754, 13.9104, 5.8423, 94.2148
053, 11.6496, 5.1019, 94.9484, 13.8890, 5.8635, 94.1930
054, 11.5589, 5.0359, 95.0130, 13.8976, 5.8370, 94.2200
055, 11.5289, 5.0377, 95.0111, 13.9752, 5.8620, 94.1960
056, 11.7323, 5.1440, 94.9096, 13.9465, 5.8218, 94.2336
